formula,mp_source_index,mp_material_id,mp_dielectric_task_id,mp_nsites,matbench_index,matbench_n,matbench_nsites
CsAsF6,2156,mp-9820,mp-1139963,8,77,1.4094877320028891,8
CsAu,839,mp-2667,mp-1141233,2,3663,2.2340546098965426,2
CsAu3S2,2799,mp-9384,mp-1142046,6,105,2.1582774767547077,6
CsAu3Se2,2801,mp-9386,mp-1141320,6,103,2.271348718272904,6
CsAuBr3,1729,mp-569548,mp-1141474,10,4136,3.0075291076452366,10
CsAuCl3,1699,mp-23484,mp-1141011,10,1164,2.6561682301139413,10
CsAuI3,1704,mp-28453,mp-1142116,10,4126,2.999563412676362,10
CsB3H8,4647,mp-28582,mp-1117560,48,2654,1.5640851426099966,24
CsB3PbF12,6975,mp-1004528,mp-1117077,34,3025,1.3563382075770531,17
CsBe2BO3F2,7133,mp-553342,mp-1114967,27,3272,1.512177568938272,9
CsBe2F5,3880,mp-27192,mp-1117659,32,812,1.387117514848688,32
CsBeH3,1129,mp-24341,mp-1141154,10,3764,1.4992947230837126,10
CsBiF6,2089,mp-27422,mp-1140553,8,1327,1.4780298824223237,8
CsBiO2,2231,mp-29506,mp-1140113,8,3803,1.929542432806288,8
CsBr2F,1971,mp-28650,mp-1140291,4,1124,1.8703325907442234,4
CsBr3,615,mp-27641,mp-1141405,16,1459,1.7941571837495174,16
CsBrF6,2110,mp-541226,mp-1141892,8,2725,1.528494139122998,8
CsBrO3,2902,mp-28873,mp-1114965,15,1976,1.6381519058581435,5
CsC2N3,2461,mp-1029718,mp-1119023,18,3259,1.4664927548406155,18
CsCa(NO2)3,5861,mp-757826,mp-1116946,33,3192,1.5982804301290028,11
CsCaBr3,3804,mp-30056,mp-1142272,5,4537,1.7241165853851064,5
CsCaF3,3828,mp-7104,mp-1140333,5,2749,1.5192313846152603,5
CsCaH3,3826,mp-644203,mp-1141834,5,3377,1.8489394257113247,20
CsCd(NO2)3,5857,mp-6628,mp-1119628,33,2467,1.7254279662352396,11
CsCdBr3,3264,mp-541899,mp-1140786,10,2795,1.8098550586534088,10
CsCdCl3,3820,mp-568544,mp-1142114,5,4249,1.8459924160190906,5
CsCdF3,3834,mp-8399,mp-1140963,5,3353,1.609237707736182,5
CsCl,920,mp-573697,mp-1139960,2,4634,1.6223439832538753,2
CsClO3,2940,mp-760386,mp-1119736,15,563,1.536564674851008,5
CsClO3,4402,mp-754202,mp-1115318,10,1781,1.5511814851912074,10
CsClO4,3971,mp-546711,mp-1140168,6,3932,1.441892506395676,6
CsCu3O2,2761,mp-553303,mp-1140895,6,2280,2.1411467353620197,6
CsCuCl3,2746,mp-23032,mp-1118236,30,204,1.913883747775708,30
CsCuSe4,3498,mp-17095,mp-1141636,24,4501,2.807886809209611,24
CsErSiS4,6246,mp-16972,mp-1117972,28,4027,2.101095745874836,28
CsGa3,86,mp-574338,mp-1140529,12,2121,6.651138098100203,12
CsGaP3HO10,7193,mp-24181,mp-1117021,32,184,1.5793555647795086,16
CsGaS2,2381,mp-5038,mp-1140132,8,1031,1.9031402120355356,8
CsGeBr3,3822,mp-570223,mp-1140208,5,4654,2.1160692332719173,5
CsGeBr3,3822,mp-570223,mp-1140208,5,4763,2.559278804663532,5
CsGeBr3,5046,mp-642739,mp-1119620,10,4654,2.1160692332719173,5
CsGeBr3,5046,mp-642739,mp-1119620,10,4763,2.559278804663532,5
CsGeCl3,2895,mp-22988,mp-1115034,15,10,1.9084626448182502,5
CsGeI3,2900,mp-28377,mp-1141132,5,728,2.3862456565352472,5
CsGeI3,2900,mp-28377,mp-1141132,5,3984,2.4749990572388856,5
CsGeI3,5045,mp-642690,mp-1119617,10,728,2.3862456565352472,5
CsGeI3,5045,mp-642690,mp-1119617,10,3984,2.4749990572388856,5
CsH3O2,4247,mp-626417,mp-1119590,12,1907,1.638534100957316,6
CsHF2,2327,mp-24668,mp-1140053,8,3851,1.4456248937166705,8
CsHO,3051,mp-642682,mp-1119616,12,1589,1.6107941105761054,12
CsHO,4198,mp-625136,mp-1119578,12,4348,1.6762191583043868,6
CsHSO3,5994,mp-1018678,mp-1115498,6,1869,1.5471830316202,6
CsHgCl3,2017,mp-29845,mp-1116179,45,3442,1.8034139846413504,45
CsIO3,4380,mp-28295,mp-1114969,10,2315,1.7905949662984462,10
CsK2Sb,3558,mp-581024,mp-1141611,4,3145,2.7642188167123587,4
CsLi2Br3,4961,mp-606680,mp-1116694,6,2333,1.7140525042948356,6
CsLi2I3,1205,mp-569055,mp-1119535,6,2068,1.7839038651227819,6
CsLi3Br4,3711,mp-580554,mp-1117330,16,309,1.666487523705673,16
CsLiH4SO5,7217,mp-755891,mp-1119722,24,1799,1.5593747678690544,12
CsLiMoO4,6297,mp-551629,mp-1115315,28,3758,1.579829737661624,7
CsMgBr3,3251,mp-29750,mp-1141275,10,3966,1.7231148152884863,10
CsMgI3,3252,mp-29751,mp-1140038,10,3970,1.872383685751049,10
CsMnBr3,3119,mp-23048,mp-1141411,10,3915,1.8244349810283695,10
CsMnI3,3262,mp-540609,mp-1141391,10,2297,2.009329904885377,10
CsMnP3HO10,7192,mp-23871,mp-1116120,16,1568,1.7105732957111546,16
CsN3,390,mp-510557,mp-1142293,8,2902,1.5946786510076782,8
CsNO2,2467,mp-3288,mp-1114910,12,4341,1.5537401112584206,12
CsNO3,4323,mp-22628,mp-1140768,10,3775,1.63631598415465,10
CsNaF3,4818,mp-998609,mp-1117237,20,3944,4.561659602966155,20
CsNaS,1806,mp-6973,mp-1141676,6,4692,1.9605632694032937,6
CsNaSe,1818,mp-8658,mp-1140116,6,418,2.023342284439289,6
CsNaTe,1800,mp-5339,mp-1141504,6,1618,2.077923643127116,6
CsNb(BO3)2,6507,mp-6257,mp-1117261,20,2013,1.8428490623669282,20
CsNb(CuTe2)2,6074,mp-505321,mp-1116381,32,3964,2.724320282198846,32
CsNbF6,2051,mp-11980,mp-1141427,8,3558,1.4777394898966458,8
CsNbN2,3698,mp-8978,mp-1141292,8,2090,2.767568969330306,8
CsNbN2,4373,mp-1030663,mp-1118862,64,1082,2.7662565559494534,64
CsNd(PO3)4,6622,mp-17605,mp-1115903,36,929,1.590861820942766,36
CsNd5Se8,5113,mp-38442,mp-1117084,28,2835,3.063744713037734,14
CsNdNb2O7,6056,mp-554929,mp-1117599,22,4756,2.134236865954667,22
CsNiCl3,3113,mp-22950,mp-1141468,10,4334,1.8654024588097122,10
CsNiF3,3266,mp-557772,mp-1142204,10,2388,1.5185317470065116,10
CsPbCl3,2479,mp-675022,mp-1142165,5,1988,1.9123022773609817,5
CsPbF3,2953,mp-20282,mp-1141156,10,2308,1.6988893430709526,10
CsPbF3,3823,mp-5811,mp-1141324,5,3350,1.703894656368168,5
CsPr(PO3)4,6623,mp-17770,mp-1117713,36,1900,1.5877524996043935,36
CsRuF6,2700,mp-8015,mp-1140691,8,544,1.5291192454045766,8
CsS,1291,mp-29266,mp-1140241,4,1531,1.73137710123117,4
CsSbCl6,2394,mp-567583,mp-1116991,32,724,1.6622489785428256,16
CsSbClF3,5721,mp-23576,mp-1117570,48,2638,1.6730807910359062,24
CsSbF6,2153,mp-9636,mp-1140521,8,27,1.4138462905610778,8
CsSbO2,2382,mp-510273,mp-1141792,8,2848,1.866586635189122,8
CsSbS6(O3F)6,7121,mp-505281,mp-1139980,32,1373,1.4983324063771708,32
CsSc3(CuTe3)2,5674,mp-607477,mp-1116777,12,1515,3.4427291360356844,12
CsScO2,3688,mp-754826,mp-1140224,8,3403,1.849448025763362,8
CsSiTe3,5215,mp-570957,mp-1117243,40,2859,2.5947048001651365,20
CsSnBr3,3796,mp-27214,mp-1141972,5,2156,2.4299639915027558,5
CsSnF3,1444,mp-998298,mp-1116666,5,611,1.679777366200652,5
CsSnI3,1999,mp-616378,mp-1142080,10,4186,2.8360501876142226,10
CsSnI3,3825,mp-614013,mp-1142141,5,3087,2.7114267461983914,5
CsSrCl3,2980,mp-998561,mp-1116749,30,1722,1.5920353848663875,10
CsSrF3,3833,mp-8397,mp-1140622,5,588,1.4823231766386171,5
CsSrSiHO4,7188,mp-995215,mp-1117430,16,3611,1.7196182715940187,16
CsTaN2,1912,mp-34293,mp-1142212,8,998,2.499849328792971,8
CsTb(PO3)4,6621,mp-17128,mp-1115886,36,2825,1.6017262562622865,36
CsTiNb(O2F)2,7195,mp-684745,mp-1117232,36,2827,2.1585609403798016,18
CsVBr3,3118,mp-23038,mp-1140423,10,3936,1.864644917046319,10
CsVCl3,3114,mp-22977,mp-1141403,10,973,1.7561899100040366,10
CsVN2,3632,mp-1029293,mp-1118956,16,448,4.355800997903064,8
CsYO2,3263,mp-541044,mp-1142295,8,2688,2.0203207666110843,8
Cu2HgGeS4,5714,mp-10952,mp-1116703,16,1292,3.6770253829239024,8
Cu2HgGeS4,6502,mp-557574,mp-1117055,16,1142,3.3086332021949287,16
Cu2HgI4,1106,mp-23353,mp-1115014,14,830,2.693994370199512,7
Cu2HgI4,1162,mp-568598,mp-1139972,7,2065,2.812105735328362,7
Cu2O,844,mp-361,mp-1140540,6,1403,3.2414502926930724,6
Cu2O3,521,mp-760432,mp-1115269,40,2021,4.816341488446737,10
Cu2PbO2,2230,mp-29396,mp-1141877,10,1602,2.9683639152457935,10
Cu2S,1345,mp-618991,mp-1117054,12,3973,3.613049173943434,12
Cu2SiS3,4232,mp-9248,mp-1119916,24,4320,3.0083417913085166,12
Cu2SnS3,5188,mp-10519,mp-1116774,24,3256,4.503690449694191,12
Cu2WS4,1119,mp-557373,mp-1142090,7,4233,2.45277224109102,7
Cu2WS4,1166,mp-8976,mp-1142196,7,2145,2.2964271524841946,7
Cu3TeS3Cl,5505,mp-557510,mp-1119497,24,4435,3.183453418328384,8
Cu4SnP10,2911,mp-34126,mp-1116908,45,1428,4.121486139731639,15
Cu8GeS6,4392,mp-5546,mp-1118386,30,1334,3.3740822455891615,30
CuAsSe2,2903,mp-29643,mp-1116173,4,1992,4.555184335823668,4
CuBS2,1889,mp-12954,mp-1140196,8,4268,2.886527209872329,8
CuBi(WO4)2,5449,mp-556640,mp-1119519,12,590,2.494546184512659,12
CuBr,85,mp-32880,mp-1114856,4,2463,2.501834127195485,2
CuBr,85,mp-32880,mp-1114856,4,3426,2.5065456309431116,2
CuBr,804,mp-22913,mp-1115048,8,2463,2.501834127195485,2
CuBr,804,mp-22913,mp-1115048,8,3426,2.5065456309431116,2
CuBr,147,mp-22917,mp-1142297,4,3917,2.190738079582617,4
CuCl,805,mp-22914,mp-1141679,2,2189,2.387676695032352,2
CuH,363,mp-24093,mp-1115000,4,1383,3.6552009976652817,4
CuH4Pb2(ClO2)2,7233,mp-643378,mp-1119622,13,2294,2.0134313166002626,13
CuH6SO7,7018,mp-707170,mp-1118310,60,1465,1.7365171080834954,30
CuHO2,4421,mp-996956,mp-1116732,8,2962,3.1405093535921846,8
CuI,263,mp-570081,mp-1141366,4,2507,2.3370922104404004,4
CuI,469,mp-570136,mp-1115288,12,2334,2.3308237456601724,12
CuI,483,mp-32750,mp-1142296,8,2761,2.516081609695984,8
CuI,627,mp-569346,mp-1119537,4,1923,2.494010959612379,4
CuI,803,mp-22895,mp-1140198,2,2253,2.520979902075117,8
CuI,803,mp-22895,mp-1140198,2,4091,2.610555489117419,2
CuI,1285,mp-673245,mp-1115198,8,2253,2.520979902075117,8
CuI,1285,mp-673245,mp-1115198,8,4091,2.610555489117419,2
CuP2,382,mp-927,mp-1141072,12,4384,4.036087214122113,12
CuPO4,4071,mp-25886,mp-1116123,12,2357,5.245432302900093,12
CuPO4,5120,mp-540284,mp-1114752,12,4025,3.5072602792873337,6
CuRhO2,2845,mp-14116,mp-1141640,4,2991,3.486784860966711,4
CuSe3Br,4285,mp-28741,mp-1117471,20,3034,2.754764781247212,20
CuSnF6,3206,mp-4701,mp-1141548,8,3926,2.4113900555488734,8
Dy2Be2GeO7,5333,mp-20778,mp-1117562,24,4662,1.9430048893402196,24
Dy2P4O13,3370,mp-771147,mp-1117694,76,2851,1.6581030325847266,38
Dy3CuGeSe7,6150,mp-505558,mp-1116384,24,4487,3.136551875334866,24
Dy3CuSnSe7,6152,mp-510539,mp-1116395,24,1135,3.1276584425626357,24
Dy3Sb4Au3,3786,mp-984350,mp-1117240,40,3290,5.227237798302273,20
Dy3Se4O12F,6207,mp-555217,mp-1116472,40,1302,1.7929001645378952,40
DyAgTe2,1173,mp-4024,mp-1114813,8,957,3.356026718209099,8
DyBO3,4055,mp-753318,mp-1119696,20,284,1.850960291308271,10
DyCuSe2,2498,mp-675349,mp-1119633,4,1416,3.177078007645803,4
DyHO2,4412,mp-777422,mp-1119844,8,2968,1.9103274588404993,8
DyNiBi,3940,mp-30452,mp-1115307,12,2263,5.016710475999188,12
DyNiSb,3965,mp-4510,mp-1115355,12,3521,4.327769286826647,3
DySbPt,3929,mp-16327,mp-1115099,12,1429,4.84877489681672,3
DyTa7O19,3471,mp-15492,mp-1115835,54,668,2.3597290804949065,54
Er(CuTe)3,4397,mp-640885,mp-1118360,28,2550,3.5996670216377886,28
Er2Be2GeO7,5326,mp-14420,mp-1117620,24,4661,1.9367237799954848,24
Er2Ge2O7,5246,mp-13643,mp-1117863,44,2607,1.930515820534329,44
Er2TeO6,3067,mp-774557,mp-1118012,36,735,2.0090711784304705,36
Er2WO6,3000,mp-17426,mp-1117849,36,322,2.118220872965486,36
Er3GaS6,4205,mp-7290,mp-1117252,40,2538,2.5618520644252665,20
Er3TaO7,3367,mp-755898,mp-1117477,44,1550,2.1348868041811175,22
ErAgSe2,2363,mp-33882,mp-1116773,16,3368,3.0448651311128168,8
ErAgSe2,3028,mp-4044,mp-1116976,16,2096,2.9475860745136293,16
ErAgTe2,1167,mp-12902,mp-1114926,8,920,3.3504765830152183,8
ErBO3,4057,mp-760405,mp-1115323,20,1687,1.8449619688943906,10
ErClO,4342,mp-755689,mp-1116685,6,2817,1.7143023848395786,6
ErCu(WO4)2,6454,mp-505166,mp-1116380,12,1442,2.290187546905275,12
ErCuS2,3037,mp-559826,mp-1117070,16,280,2.758497900428178,16
ErCuSe2,2497,mp-675180,mp-1119632,4,2582,3.185856242833309,4
ErH9C5(NO4)2,7194,mp-675944,mp-1117884,50,2845,1.6185656201299554,25
ErNiSb,3933,mp-21272,mp-1115069,12,3302,4.296431309819811,3
ErSbPd,3917,mp-11836,mp-1115195,12,3684,4.282918864512845,3
ErSbPt,3930,mp-16329,mp-1115098,12,3277,5.108779893477499,3
Eu(YS2)2,1933,mp-38971,mp-1116328,14,4530,3.3539419090627196,14
Eu4Cl6O,3419,mp-28546,mp-1116153,22,3652,2.0226844373979764,22
Fe(HO)2,2764,mp-626680,mp-1540184,5,3878,1.7778799172047588,5
Fe(HO)2,4259,mp-626689,mp-1115352,10,3878,1.7778799172047588,5
Fe(SiP)4,1440,mp-9198,mp-1140518,9,1184,4.110912753472964,9
Fe2CoO4,5001,mp-34501,mp-1117099,28,3849,2.8208490447617596,14
Fe2O3,303,mp-19770,mp-1140353,10,3244,2.492655879454044,10
Fe2OF3,4002,mp-758397,mp-1119774,12,3501,1.8115215519925048,6
Fe2OF3,4807,mp-777541,mp-1118178,24,932,1.7917728650696771,24
Fe2P2O7,3177,mp-18849,mp-1115948,11,1960,1.7615493180720205,11
Fe3H10S2NO14,7138,mp-40778,mp-1118016,90,1310,1.8208415636732347,30
Fe3OF7,2942,mp-774191,mp-1117439,33,3160,1.659987951763506,11
Fe3PO7,2891,mp-18775,mp-1115093,33,4074,2.1150059889592114,11
Fe4O3F5,4000,mp-753256,mp-1119777,24,3808,2.02430778292235,12
Fe4O3F5,4093,mp-753217,mp-1119776,24,3869,2.031088624358868,12
Fe4O5F3,4005,mp-850878,mp-1115324,24,2959,3.136406383107903,12
Fe5CuO8,3949,mp-33300,mp-1117293,56,171,3.5623479616679803,14
Fe6O5F7,4001,mp-755097,mp-1118338,36,2819,2.36843935957837,18
FeAgO2,2859,mp-19225,mp-1140850,4,2781,2.684340887443319,4
FeAgO2,3108,mp-18966,mp-1141539,8,1648,2.6875973160675155,8
FeAs2,553,mp-2008,mp-1141426,6,3744,5.532961834918678,6
FeAsS,2265,mp-561511,mp-1141115,12,2319,5.001766358493747,12
FeBO3,2541,mp-19097,mp-1141176,10,2972,2.20096713590488,10
FeBiO3,2892,mp-22949,mp-1114995,15,3325,2.5333132455343974,5
FeBiO3,2954,mp-23501,mp-1115027,30,1415,2.6882451525112145,10
FeCl3,405,mp-583463,mp-1140906,24,2248,2.2815930107419997,24
FeCo3(PO4)4,6871,mp-771952,mp-1118426,24,2846,2.4103548839676425,24
FeCuO2,2664,mp-510281,mp-1140988,4,3327,2.866223240898509,4
FeF2,165,mp-556911,mp-1141114,6,1677,1.5545631755148024,6
FeF3,305,mp-22398,mp-1140170,8,2868,1.6340134638364363,8
FeF3,841,mp-558852,mp-1140370,12,3162,1.5968588958744392,12
FeF3,935,mp-559450,mp-1141396,16,2822,1.4913081505845944,16
FeGe,727,mp-21255,mp-1116758,8,1787,9.805193878756297,8
FeH4S2NO8,7116,mp-684724,mp-1116997,48,4362,1.755922929212248,16
FeH8(BrO2)2,5798,mp-24537,mp-1141263,30,3172,1.6343194302216442,30
FeHO2,2877,mp-755285,mp-1114879,4,3433,2.105547593066157,4
FeHO2,4200,mp-626088,mp-1119589,16,3358,2.1612176351924086,8
FeHO2,4390,mp-510670,mp-1114750,8,1620,2.276794823137708,8
FeHO2,4787,mp-605437,mp-1117096,16,918,2.453266394014315,16
FeOF,2032,mp-754389,mp-1117076,27,1476,2.043327514945499,9
FeOF,2286,mp-759543,mp-1117155,12,2486,2.102928513605095,12
FeOF,3713,mp-752975,mp-1119753,12,4139,2.082898381262674,12
FeOF,4056,mp-754726,mp-1119852,24,3853,2.1336942142678272,12
FeOF,4061,mp-762996,mp-1118159,48,1065,2.139403343613977,24
FeOF,4351,mp-754764,mp-1119859,12,3821,2.132934520013839,12
FeOF,4352,mp-759283,mp-1119760,12,3904,2.119719635549318,12
FeOF,4408,mp-758560,mp-1119756,6,3574,2.1097051136750524,6
FeOF,5382,mp-675006,mp-1119663,12,1926,2.1712394309855987,12
FeP2,552,mp-20027,mp-1142072,6,4083,4.800867977078034,6
FeP2O7,4012,mp-25246,mp-1117637,20,455,8.322433898806286,20
FeP4,224,mp-27164,mp-1140937,30,1141,4.441396176879518,30
FeP4,442,mp-570553,mp-1141935,20,2779,4.412029011690666,20
FeP4,750,mp-568328,mp-1115245,20,2385,4.5713161489152485,10
FePO4,3388,mp-19752,mp-1117185,18,413,1.7517056449833883,18
FePO4,3725,mp-766442,mp-1118128,48,4372,1.7262366581671238,48
FePO4,3726,mp-766460,mp-1118116,48,2092,1.7282604934827774,48
FePO4,4458,mp-540111,mp-1117557,24,2532,1.7127534362345718,24
FePO4,4481,mp-753756,mp-1118084,24,2917,1.678672292815565,24
FePO4,4881,mp-504276,mp-1116411,24,2318,1.7319377394506228,24
FePO4,5128,mp-760343,mp-1119768,12,1662,1.7062743038562116,6
FeS2,550,mp-1522,mp-1141128,6,4078,4.589081244286994,6
FeS2,763,mp-226,mp-1140794,12,3727,4.604454365068679,12
FeSb3(PO4)4,6868,mp-755192,mp-1118353,24,593,1.9943882102873887,24
FeSbAs,4420,mp-988996,mp-1116728,6,2531,6.116742624414838,6
FeSbO4,1487,mp-761281,mp-1119785,24,1846,2.3191748532613925,12
FeSbS,1575,mp-27904,mp-1140519,12,4088,5.261241931964987,12
FeSe2,559,mp-760,mp-1141993,6,4084,5.167268782119493,6
FeSeBr7,4884,mp-607953,mp-1117126,18,4377,2.180963548526201,18
FeSeCl7,1356,mp-28189,mp-1141227,18,3868,1.8797162906495581,18
FeSi,732,mp-871,mp-1141975,8,2887,8.777528467626865,8
FeSi2,1275,mp-1714,mp-1142089,24,3945,4.963399372741335,24
FeTeBr7,1371,mp-540998,mp-1141574,18,2224,2.0642527300050575,18
FeTeCl7,1370,mp-540997,mp-1116422,18,4486,1.8368417641883763,18
Ga(IO3)3,2737,mp-561104,mp-1117920,26,2979,2.025709587609568,26
Ga(MoSe2)4,2926,mp-567394,mp-1117171,39,379,4.019361806721726,13
Ga2CoS4,5114,mp-4152,mp-1114806,14,1078,2.914581101976749,7
Ga2H6(SeO4)3,5572,mp-542464,mp-1116433,46,2864,1.8164381813501553,46
Ga2HgS4,5117,mp-4809,mp-1141349,7,3330,2.5714812851739755,7
Ga2HgSe4,5116,mp-4730,mp-1141994,7,910,2.929372003234368,7
Ga2HgTe4,5078,mp-16337,mp-1142079,7,1574,3.4071138323611474,7
Ga2O3,139,mp-886,mp-1141210,10,4253,2.007652028287969,10
Ga2S3,1324,mp-32616,mp-1140876,10,2240,2.459932316142052,10
Ga2S3,1327,mp-539,mp-1142283,10,1808,2.4215091712951793,10
Ga2Se3,1322,mp-1340,mp-1141751,20,2586,2.7922674776365297,10
Ga2Te3,1326,mp-38970,mp-1141211,10,1593,3.4164796696864603,10
Ga2Te3(HO2)6,5573,mp-543040,mp-1116441,46,2566,1.931680960545332,46
Ga2Te5,1318,mp-2371,mp-1141658,7,4450,3.7223200650592463,7
Ga2TeS2,1477,mp-27255,mp-1140146,10,1216,2.506573757143404,10
Ga2TeSe2,1478,mp-28423,mp-1141878,10,1212,2.6111824269220767,10
Ga3NO3,2744,mp-754929,mp-1118351,28,1236,2.036567373466112,28
Ga3Os,168,mp-570844,mp-1140088,16,4299,4.1824291984443684,16
Ga3PO7,2908,mp-3107,mp-1115008,33,1994,1.8534676510080608,11
Ga3Ru,171,mp-672204,mp-1116959,16,1503,4.5745598887287615,16
Ga5(PS)3,3700,mp-676038,mp-1115261,11,2242,2.825550801761195,11
GaAgO2,3091,mp-11020,mp-1140731,8,3658,2.476466501556872,8
GaAgS2,1947,mp-5342,mp-1140431,8,2130,2.663871430831451,8
GaAgS2,1947,mp-5342,mp-1140431,8,3240,2.784899758574007,8
GaAgS2,5214,mp-556916,mp-1114922,16,2130,2.663871430831451,8
GaAgS2,5214,mp-556916,mp-1114922,16,3240,2.784899758574007,8
GaAgSe2,1950,mp-5518,mp-1140382,8,961,4.777830749200304,8
GaAgTe2,1942,mp-4899,mp-1140737,8,780,4.427489882658496,8
GaAs,643,mp-8883,mp-1119909,4,2893,8.311523927656108,4
GaAs,811,mp-2534,mp-1141827,8,2443,3.852321507870285,2
GaBiO3,2972,mp-755568,mp-1119721,30,2163,2.4720574426982833,10
GaCl2,536,mp-568848,mp-1140305,24,2498,1.7961996919422218,24
GaCl3,119,mp-30952,mp-1141565,8,4032,1.5337318322236824,8
GaCuCl4,1180,mp-29362,mp-1114957,12,2251,1.8180473041150496,12
GaCuI4,5093,mp-29403,mp-1115216,12,1204,2.1651668911810624,6
GaCuO2,2660,mp-4280,mp-1142277,4,2884,2.4166871263501775,4
GaCuO2,3090,mp-11019,mp-1140573,8,3656,2.4161043023843227,8
GaCuS2,1946,mp-5238,mp-1142121,8,4520,2.9624314335644395,8
GaCuSe2,1941,mp-4840,mp-1141303,8,4009,14.27643746398694,8
GaCuTe2,1931,mp-3839,mp-1141949,8,1361,3.87471164518514,8
GaF3,313,mp-588,mp-1142216,8,631,1.51624536272974,8
GaGeTe,2704,mp-8211,mp-1140163,6,44,7.057081313593224,6
GaH3NF3,6559,mp-643759,mp-1117030,32,2287,1.532795920314682,16
GaHO2,4376,mp-23803,mp-1115005,8,2744,1.9907736352148797,8
GaN,637,mp-804,mp-1114825,4,4042,5.633648906348443,4
GaN,818,mp-830,mp-1140264,2,2061,2.4646699576211004,2
GaN5O14,4116,mp-541950,mp-1117242,40,605,1.5725938233801293,20
GaN5O14,4116,mp-541950,mp-1117242,40,3077,1.5403158766954264,20
GaN5O14,5122,mp-557954,mp-1117277,40,605,1.5725938233801293,20
GaN5O14,5122,mp-557954,mp-1117277,40,3077,1.5403158766954264,20
GaP,642,mp-8882,mp-1119908,4,4286,3.210822220761114,4
GaP,809,mp-2490,mp-1140509,8,2717,3.2537904050506965,2
GaPO4,2469,mp-4122,mp-1117189,18,4130,1.6329211044423835,18
GaPO4,3364,mp-553932,mp-1114958,24,4047,1.6403884702512792,12
GaPO4,5124,mp-677335,mp-1115338,12,3352,1.5502596556706234,6
GaS,300,mp-9889,mp-1142161,4,491,2.314519388535018,4
GaS,705,mp-2507,mp-1141512,8,4254,2.3239334471251545,8
GaS,709,mp-556742,mp-1140484,8,2978,2.324507116214819,8
GaSe,347,mp-1572,mp-1140804,8,3559,2.8722232967976193,8
GaSe,475,mp-11342,mp-1142107,4,3697,2.55636460624299,4
GaSe,700,mp-1943,mp-1140328,8,3686,2.5476786819901123,8
GaSeBr7,4878,mp-23376,mp-1117135,18,312,1.9640222334111528,18
GaTeI7,4879,mp-29541,mp-1117132,18,2508,2.1583126125131487,18
GdClO,1776,mp-23050,mp-1140207,6,4006,2.1330729007701543,6
Ge,30,mp-137,mp-1118331,12,1210,6.274542798749032,12
Ge(Bi3O5)4,3081,mp-23352,mp-1116100,33,228,2.4977329721169017,33
Ge(Te2As)2,2849,mp-14790,mp-1141541,7,3638,7.004025509186367,7
Ge2N2O,1438,mp-779457,mp-1118316,20,3641,2.122038171192969,20
Ge2N2O,4181,mp-4187,mp-1139998,10,2756,2.0608125420167,10
Ge2N2O,4229,mp-859876,mp-1119900,20,4702,2.0910606559032825,10
Ge2N2O,5240,mp-777483,mp-1119845,20,2009,2.1087570588698297,10
Ge2N2O,5242,mp-778194,mp-1119846,20,4038,2.083091772662293,10
Ge2Te5As2,2610,mp-14791,mp-1141435,9,3640,8.03874038640383,9
Ge3As4,774,mp-569600,mp-1119540,7,1822,4.5930006531678185,7
Ge3N4,318,mp-13852,mp-1140184,14,3529,2.2724436186616717,14
Ge3N4,833,mp-571281,mp-1117288,28,3265,2.4117338161579944,14
Ge3Os2,78,mp-510032,mp-1117326,20,190,4.79557945751432,20
Ge3Os2,569,mp-16610,mp-1140028,40,3843,4.808984646818217,40
Ge5Ir4,79,mp-541844,mp-1142084,36,1353,6.536015529357317,36
GeAs,141,mp-9548,mp-1140507,12,270,3.7453526759981965,12
GeAs2,538,mp-17524,mp-1140233,24,1137,3.622246080357692,24
GeBi2O5,4166,mp-23446,mp-1116102,16,4216,2.287999271561647,16
GeCl4,233,mp-30086,mp-1141328,20,1163,1.4722997883130549,20
GeClF,1837,mp-989197,mp-1140508,6,475,2.383538126399492,6
GeF2,687,mp-7595,mp-1140322,12,1067,1.7008704634196377,12
GeF4,823,mp-9816,mp-1141004,5,3074,1.3367598886860723,5
GeH3Cl,4168,mp-28369,mp-1115181,20,21,1.556806453395326,10
GeI2,348,mp-567677,mp-1116902,3,1833,2.3826490859265603,3
GeO2,162,mp-470,mp-1140762,6,4082,2.0634114147853952,6
GeO2,447,mp-223,mp-1115065,9,1667,1.7622453480337852,9
GeO2,447,mp-223,mp-1115065,9,2595,1.7609112224451668,9
GeO2,457,mp-733,mp-1142206,9,1667,1.7622453480337852,9
GeO2,457,mp-733,mp-1142206,9,2595,1.7609112224451668,9
GeO2,1340,mp-7812,mp-1141450,12,3473,1.698351455578811,12
GePb3O5,4497,mp-562283,mp-1119518,18,2409,2.554288485403845,9
GePtSe,3720,mp-20817,mp-1140831,12,975,4.844981940110819,12
GeS,596,mp-2242,mp-1141201,8,3696,4.258638280013929,8
GeS2,95,mp-7582,mp-1119728,12,1344,2.3576052115087744,6
GeS2,518,mp-542613,mp-1141360,18,1878,2.1639846008535226,36
GeSe,1258,mp-700,mp-1140926,8,691,4.826662062612906,8
GeSe2,90,mp-10074,mp-1115150,12,2415,2.6719374368923137,6
GeTe,490,mp-938,mp-1141488,2,4221,6.144398967081048,2
GeTeRh,4510,mp-607818,mp-1141321,24,2164,5.264978632435273,24
H10C2N2O5,6175,mp-697408,mp-1140417,38,2994,1.5394804318340654,38
