material_id,formula,atom_index,element,component,ref,pred,residual,abs_residual
mp-19343,B12Co8O26,11,B,xx,2.55844,2.11715364,-0.4412863599999999,0.4412863599999999
mp-19343,B12Co8O26,14,B,xx,2.55844,2.11715698,-0.4412830200000002,0.4412830200000002
mp-19343,B12Co8O26,18,B,xx,2.55844,2.11715722,-0.4412827799999999,0.4412827799999999
mp-19343,B12Co8O26,13,B,xx,2.55844,2.11715937,-0.44128063000000006,0.44128063000000006
mp-19343,B12Co8O26,12,B,xx,2.55844,2.11716104,-0.44127896,0.44127896
mp-19343,B12Co8O26,8,B,xx,2.55844,2.1171627,-0.4412772999999999,0.4412772999999999
mp-19343,B12Co8O26,19,B,xx,2.55844,2.11716509,-0.4412749100000002,0.4412749100000002
mp-1105268,C6Ba6N6Rh2,3,Ba,xx,4.00342,3.56215477,-0.4412652300000004,0.4412652300000004
mp-19343,B12Co8O26,8,B,yy,2.55842,2.11715579,-0.44126420999999993,0.44126420999999993
mp-19343,B12Co8O26,10,B,yy,2.55842,2.11715603,-0.44126397000000006,0.44126397000000006
mp-19343,B12Co8O26,14,B,yy,2.55842,2.11715698,-0.44126302000000006,0.44126302000000006
mp-19343,B12Co8O26,13,B,yy,2.55842,2.11716008,-0.4412599199999998,0.4412599199999998
mp-19343,B12Co8O26,19,B,yy,2.55842,2.11716127,-0.44125872999999993,0.44125872999999993
mp-19343,B12Co8O26,16,B,yy,2.55842,2.1171627,-0.44125729999999974,0.44125729999999974
mp-19343,B12Co8O26,15,B,yy,2.55842,2.11716318,-0.44125682,0.44125682
mp-19343,B12Co8O26,9,B,yy,2.55842,2.11716318,-0.44125682,0.44125682
mp-2139,Ba8Ge16,9,Ge,zz,-1.18652,-0.74528015,0.44123985,0.44123985
mp-510341,Au2Cs6Ge8,15,Au,zz,-0.73107,-0.28983545,0.44123455,0.44123455
mp-2139,Ba8Ge16,15,Ge,zz,-1.18652,-0.74528694,0.44123306000000007,0.44123306000000007
mp-2139,Ba8Ge16,12,Ge,zz,-1.18652,-0.7452929,0.4412271,0.4412271
mp-2139,Ba8Ge16,10,Ge,zz,-1.18652,-0.74529421,0.44122579000000006,0.44122579000000006
mp-510341,Au2Cs6Ge8,14,Au,zz,-0.73107,-0.28984687,0.44122313,0.44122313
mp-676284,Ag2Se4Y2,6,Se,yy,-3.08716,-2.64593744,0.44122255999999993,0.44122255999999993
mp-35907,La5Te8Tl,1,La,zz,4.35517,3.91397023,-0.4411997700000003,0.4411997700000003
mp-554868,Al3Mo12S24,15,S,zz,0.6197,1.06089783,0.44119783,0.44119783
mp-554868,Al3Mo12S24,23,S,zz,0.6197,1.06087744,0.44117744000000003,0.44117744000000003
mp-19343,B12Co8O26,17,B,zz,2.5583,2.11715126,-0.44114874000000004,0.44114874000000004
mp-19343,B12Co8O26,12,B,zz,2.5583,2.11715412,-0.4411458800000001,0.4411458800000001
mp-19343,B12Co8O26,16,B,zz,2.5583,2.1171577,-0.4411423000000001,0.4411423000000001
mp-19343,B12Co8O26,9,B,zz,2.5583,2.11715937,-0.44114063000000003,0.44114063000000003
mp-19343,B12Co8O26,15,B,zz,2.5583,2.11715984,-0.4411401600000002,0.4411401600000002
mp-19343,B12Co8O26,10,B,zz,2.5583,2.11716032,-0.44113968000000003,0.44113968000000003
mp-19343,B12Co8O26,18,B,zz,2.5583,2.11716127,-0.44113873000000003,0.44113873000000003
mp-19343,B12Co8O26,11,B,zz,2.5583,2.11716413,-0.4411358700000001,0.4411358700000001
mp-1029869,K30Mo14N38,56,N,zz,-1.4946,-1.0534668,0.4411331999999999,0.4411331999999999
mp-12491,Cd2Cs2La2Te6,8,Te,zz,-1.99458,-1.55344725,0.44113274999999996,0.44113274999999996
mp-554868,Al3Mo12S24,31,S,zz,0.6197,1.06082737,0.4411273699999999,0.4411273699999999
mp-12491,Cd2Cs2La2Te6,7,Te,zz,-1.99458,-1.55345941,0.4411205899999999,0.4411205899999999
mp-14336,Cs2Ni3Se4,0,Cs,zz,1.36551,0.92439234,-0.44111765999999997,0.44111765999999997
mp-14336,Cs2Ni3Se4,1,Cs,zz,1.36552,0.92441046,-0.44110954,0.44110954
mp-12491,Cd2Cs2La2Te6,6,Te,zz,-1.99458,-1.55347657,0.4411034300000001,0.4411034300000001
mp-12491,Cd2Cs2La2Te6,9,Te,zz,-1.99458,-1.55347776,0.44110224,0.44110224
mp-541236,As12Hf4Na20,3,Na,xx,1.23629,0.79525948,-0.44103051999999987,0.44103051999999987
mp-541236,As12Hf4Na20,2,Na,xx,1.23629,0.79525971,-0.44103028999999994,0.44103028999999994
mp-14797,Pt4Rb2Se6,2,Pt,xx,2.09848,1.65747118,-0.44100881999999997,0.44100881999999997
mp-17518,N24Sr16Ta8,0,Sr,zz,2.51263,2.07162523,-0.44100477000000016,0.44100477000000016
mp-17518,N24Sr16Ta8,5,Sr,zz,2.51263,2.07162786,-0.44100214000000015,0.44100214000000015
mp-17518,N24Sr16Ta8,8,Sr,zz,2.51263,2.07163,-0.4410000000000003,0.4410000000000003
mp-568848,Cl16Ga8,0,Ga,yy,2.14891,1.70791078,-0.4409992199999999,0.4409992199999999
mp-17518,N24Sr16Ta8,13,Sr,zz,2.51263,2.07163215,-0.44099785,0.44099785
mp-568848,Cl16Ga8,1,Ga,yy,2.14891,1.70791221,-0.44099778999999995,0.44099778999999995
mp-28824,Co8Na24O16,29,Co,yy,-1.56096,-1.11999273,0.4409672699999998,0.4409672699999998
mp-28824,Co8Na24O16,25,Co,yy,-1.56096,-1.11999285,0.44096714999999986,0.44096714999999986
mp-505634,Cs4Te6,6,Te,xx,-2.06987,-1.62890553,0.44096446999999994,0.44096446999999994
mp-505634,Cs4Te6,7,Te,xx,-2.06987,-1.62890625,0.4409637499999999,0.4409637499999999
mp-541236,As12Hf4Na20,4,Na,zz,1.20254,0.76157677,-0.44096322999999993,0.44096322999999993
mp-541236,As12Hf4Na20,7,Na,zz,1.20254,0.76158118,-0.44095882,0.44095882
mp-1105094,Cl12Hg4Tl4,3,Tl,yy,1.67162,1.23074484,-0.44087516000000004,0.44087516000000004
mp-1105094,Cl12Hg4Tl4,2,Tl,yy,1.67162,1.23074651,-0.4408734900000002,0.4408734900000002
mp-1105094,Cl12Hg4Tl4,1,Tl,yy,1.67162,1.23074853,-0.44087147000000004,0.44087147000000004
mp-1105094,Cl12Hg4Tl4,0,Tl,yy,1.67162,1.23074889,-0.44087111,0.44087111
mp-5151,Cd8Ge2S12,20,S,xx,-2.36502,-1.92423022,0.4407897799999998,0.4407897799999998
mp-17186,Al4As12Ca12,17,As,zz,-2.5758,-2.13501334,0.4407866600000001,0.4407866600000001
mp-17186,Al4As12Ca12,18,As,zz,-2.5758,-2.13502693,0.4407730700000001,0.4407730700000001
mp-11023,Au2O4Sc2,7,O,zz,-2.78924,-2.34850955,0.4407304499999998,0.4407304499999998
mp-11023,Au2O4Sc2,6,O,zz,-2.78924,-2.34851074,0.4407292599999999,0.4407292599999999
mp-11023,Au2O4Sc2,5,O,zz,-2.78923,-2.34851027,0.4407197300000001,0.4407197300000001
mp-11023,Au2O4Sc2,4,O,zz,-2.78923,-2.34851074,0.44071925999999984,0.44071925999999984
mp-998569,Cl18Ge6In6,23,Cl,xx,-2.0709,-1.63021505,0.44068494999999985,0.44068494999999985
mp-998569,Cl18Ge6In6,29,Cl,xx,-2.0709,-1.63022053,0.4406794700000001,0.4406794700000001
mp-998569,Cl18Ge6In6,17,Cl,xx,-2.0709,-1.63023841,0.44066158999999994,0.44066158999999994
mp-31493,Ga9Rb3,1,Rb,xx,1.53141,1.09075522,-0.44065478,0.44065478
mp-28824,Co8Na24O16,31,Co,zz,-1.55973,-1.11910498,0.44062502000000014,0.44062502000000014
mp-28824,Co8Na24O16,27,Co,zz,-1.55973,-1.11911035,0.44061965000000014,0.44061965000000014
mp-998569,Cl18Ge6In6,13,Cl,xx,-2.07079,-1.63022804,0.44056196000000014,0.44056196000000014
mp-998569,Cl18Ge6In6,19,Cl,xx,-2.07079,-1.63022852,0.44056148000000017,0.44056148000000017
mp-998569,Cl18Ge6In6,25,Cl,xx,-2.07079,-1.63024271,0.44054729000000004,0.44054729000000004
mp-1029869,K30Mo14N38,57,N,zz,-1.49399,-1.05346584,0.44052415999999983,0.44052415999999983
mp-8479,S16Si4Tl16,33,S,xx,-2.3594,-1.91889262,0.4405073799999999,0.4405073799999999
mp-8479,S16Si4Tl16,25,S,xx,-2.3594,-1.9188931,0.4405068999999999,0.4405068999999999
mp-8479,S16Si4Tl16,24,S,xx,-2.35937,-1.91889501,0.44047499000000023,0.44047499000000023
mp-8479,S16Si4Tl16,32,S,xx,-2.35937,-1.91889572,0.4404742800000001,0.4404742800000001
mp-28824,Co8Na24O16,28,Co,zz,-1.55958,-1.11910737,0.4404726299999999,0.4404726299999999
mp-28824,Co8Na24O16,24,Co,zz,-1.55958,-1.11911035,0.44046965000000005,0.44046965000000005
mp-583463,Cl18Fe6,11,Cl,xx,-2.03881,-1.59838367,0.44042632999999975,0.44042632999999975
mp-1102830,S6Tl4Zr2,10,S,xx,-2.59257,-2.15214729,0.44042271,0.44042271
mp-1102830,S6Tl4Zr2,11,S,xx,-2.59257,-2.15215468,0.4404153199999996,0.4404153199999996
mp-29894,Hg4O8W2,6,O,yy,-1.69846,-1.25804484,0.44041516000000014,0.44041516000000014
mp-1221146,Na4PbSe6Si2,4,Si,yy,2.50217,2.06175852,-0.44041147999999986,0.44041147999999986
mp-29894,Hg4O8W2,8,O,yy,-1.69846,-1.25805271,0.44040729,0.44040729
mp-1221146,Na4PbSe6Si2,5,Si,yy,2.50217,2.06176424,-0.44040576,0.44040576
mp-30001,Ba32N38Nb10,1,Ba,yy,2.44342,2.00302935,-0.4403906500000003,0.4403906500000003
mp-14289,Ba6P8,8,P,xx,-1.78889,-1.34850168,0.44038832000000006,0.44038832000000006
mp-14001,As32Ba32Si8,45,As,yy,-3.33756,-2.89717841,0.4403815899999999,0.4403815899999999
mp-14001,As32Ba32Si8,59,As,zz,-3.33758,-2.89721251,0.44036748999999986,0.44036748999999986
mp-14001,As32Ba32Si8,52,As,zz,-3.33758,-2.8972168,0.4403632000000002,0.4403632000000002
mp-14001,As32Ba32Si8,47,As,xx,-3.33757,-2.89720893,0.4403610699999998,0.4403610699999998
mp-14001,As32Ba32Si8,61,As,xx,-3.33757,-2.89721441,0.4403555899999998,0.4403555899999998
mp-14001,As32Ba32Si8,40,As,yy,-3.33756,-2.89720511,0.44035489000000005,0.44035489000000005
mp-14001,As32Ba32Si8,71,As,zz,-3.33758,-2.89722633,0.4403536699999999,0.4403536699999999
mp-14001,As32Ba32Si8,43,As,zz,-3.33758,-2.89723277,0.44034723,0.44034723
mp-14001,As32Ba32Si8,46,As,xx,-3.33757,-2.89722729,0.4403427099999999,0.4403427099999999
mp-14001,As32Ba32Si8,62,As,xx,-3.33757,-2.89724064,0.4403293599999998,0.4403293599999998
mp-14001,As32Ba32Si8,53,As,yy,-3.33756,-2.89723325,0.44032674999999966,0.44032674999999966
mp-14001,As32Ba32Si8,58,As,yy,-3.33756,-2.8972435,0.4403164999999998,0.4403164999999998
mp-31235,Ba3Bi3Na3,2,Ba,zz,2.56503,2.12473726,-0.4402927400000003,0.4402927400000003
mp-31235,Ba3Bi3Na3,1,Ba,zz,2.56503,2.12473869,-0.4402913100000001,0.4402913100000001
mp-31235,Ba3Bi3Na3,0,Ba,zz,2.56503,2.12473989,-0.4402901100000003,0.4402901100000003
mp-30001,Ba32N38Nb10,0,Ba,yy,2.44332,2.00303817,-0.44028183,0.44028183
mp-12908,AgScSe2,0,Sc,yy,4.70055,4.26026821,-0.44028178999999934,0.44028178999999934
mp-570300,Cl12Mn4Tl4,6,Tl,xx,1.61824,1.17796397,-0.44027602999999993,0.44027602999999993
mp-570300,Cl12Mn4Tl4,4,Tl,xx,1.61824,1.17796612,-0.4402738799999999,0.4402738799999999
mp-570300,Cl12Mn4Tl4,5,Tl,xx,1.61824,1.17796969,-0.44027030999999983,0.44027030999999983
mp-505166,CuErO8W2,2,W,zz,5.67911,5.23884153,-0.44026846999999947,0.44026846999999947
mp-570300,Cl12Mn4Tl4,7,Tl,xx,1.61824,1.17797279,-0.4402672099999998,0.4402672099999998
mp-9846,Ca2Rb2Sb2,5,Sb,zz,-2.13869,-1.69842649,0.4402635100000001,0.4402635100000001
mp-23366,Br16Co4Rb8,20,Br,xx,-0.67383,-0.2336382,0.4401918,0.4401918
mp-23366,Br16Co4Rb8,21,Br,xx,-0.67383,-0.23364066,0.44018934000000004,0.44018934000000004
mp-23366,Br16Co4Rb8,23,Br,xx,-0.67383,-0.23364155,0.44018845000000006,0.44018845000000006
mp-23366,Br16Co4Rb8,22,Br,xx,-0.67383,-0.23364253,0.44018747,0.44018747
mp-12908,AgScSe2,0,Sc,xx,4.70043,4.26027679,-0.4401532100000001,0.4401532100000001
mp-2514,Mg24P16,11,Mg,xx,2.04012,1.59997272,-0.4401472799999999,0.4401472799999999
mp-7956,Na6Sb2,3,Na,zz,0.3541,-0.08597948,-0.44007948,0.44007948
mp-10533,Cu4S8Y4,0,Y,yy,3.90683,3.4667511,-0.4400788999999996,0.4400788999999996
mp-10533,Cu4S8Y4,3,Y,yy,3.90683,3.46675396,-0.44007603999999967,0.44007603999999967
mp-10533,Cu4S8Y4,1,Y,yy,3.90683,3.46679878,-0.44003121999999983,0.44003121999999983
mp-10533,Cu4S8Y4,2,Y,yy,3.90683,3.46680093,-0.44002907,0.44002907
mp-29845,Cl27Cs9Hg9,5,Cs,xx,1.36738,0.92735827,-0.44002173,0.44002173
mp-2514,Mg24P16,4,Mg,xx,2.06239,1.62237,-0.4400200000000001,0.4400200000000001
mp-27484,O2Tl4,4,O,xx,-2.92466,-2.48469305,0.43996694999999963,0.43996694999999963
mp-540659,B12Ba6O24,1,Ba,zz,2.25548,1.81551504,-0.43996495999999996,0.43996495999999996
mp-1029863,K30N38Re14,13,K,zz,1.26327,0.82331228,-0.4399577199999999,0.4399577199999999
mp-540659,B12Ba6O24,2,Ba,zz,2.25548,1.81552863,-0.43995136999999995,0.43995136999999995
mp-14001,As32Ba32Si8,50,As,yy,-3.33714,-2.89719486,0.4399451400000003,0.4399451400000003
mp-14001,As32Ba32Si8,60,As,zz,-3.33715,-2.89721131,0.43993868999999997,0.43993868999999997
mp-14001,As32Ba32Si8,57,As,yy,-3.33714,-2.8972106,0.4399294,0.4399294
mp-14001,As32Ba32Si8,54,As,zz,-3.33715,-2.89723134,0.43991866,0.43991866
mp-14001,As32Ba32Si8,48,As,xx,-3.33713,-2.89722347,0.43990653,0.43990653
mp-14001,As32Ba32Si8,41,As,xx,-3.33713,-2.89722872,0.43990127999999995,0.43990127999999995
mp-14001,As32Ba32Si8,51,As,xx,-3.33713,-2.89723253,0.43989747,0.43989747
mp-14001,As32Ba32Si8,42,As,zz,-3.33715,-2.89725351,0.43989648999999975,0.43989648999999975
mp-14001,As32Ba32Si8,56,As,yy,-3.33714,-2.89724422,0.43989578000000007,0.43989578000000007
mp-14001,As32Ba32Si8,55,As,zz,-3.33715,-2.897259,0.4398909999999998,0.4398909999999998
mp-14001,As32Ba32Si8,44,As,yy,-3.33714,-2.89725256,0.43988744000000013,0.43988744000000013
mp-14001,As32Ba32Si8,63,As,xx,-3.33713,-2.89724731,0.43988269000000013,0.43988269000000013
mp-13150,BN,0,B,xx,2.41228,1.97243261,-0.43984738999999995,0.43984738999999995
mp-623087,Br14Re6Te14,24,Br,zz,-1.20147,-0.76167655,0.43979345000000003,0.43979345000000003
mp-17186,Al4As12Ca12,16,As,zz,-2.57478,-2.13501358,0.4397664200000002,0.4397664200000002
mp-17186,Al4As12Ca12,19,As,zz,-2.57478,-2.13501573,0.43976426999999996,0.43976426999999996
mp-569454,As4Br4Cd4Hg4,5,Hg,zz,1.72844,1.28879738,-0.4396426199999999,0.4396426199999999
mp-569454,As4Br4Cd4Hg4,4,Hg,zz,1.72844,1.28879821,-0.43964179000000003,0.43964179000000003
mp-765970,O40Sn14Ti6,19,Sn,zz,4.62764,4.18806458,-0.4395754200000006,0.4395754200000006
mp-765970,O40Sn14Ti6,12,Sn,zz,4.62764,4.18807268,-0.4395673200000001,0.4395673200000001
mp-640889,Cu12Te12Tm4,16,Te,yy,-2.48728,-2.04774523,0.4395347700000003,0.4395347700000003
mp-2139,Ba8Ge16,14,Ge,zz,-1.18481,-0.74527776,0.4395322399999999,0.4395322399999999
mp-640889,Cu12Te12Tm4,18,Te,yy,-2.48728,-2.0477531,0.43952690000000016,0.43952690000000016
mp-2139,Ba8Ge16,8,Ge,zz,-1.18481,-0.74529123,0.43951876999999995,0.43951876999999995
mp-2139,Ba8Ge16,11,Ge,zz,-1.18481,-0.74529195,0.4395180499999999,0.4395180499999999
mp-2139,Ba8Ge16,13,Ge,zz,-1.18481,-0.74529672,0.4395132799999999,0.4395132799999999
mp-765970,O40Sn14Ti6,16,Sn,zz,4.62739,4.1880579,-0.43933210000000056,0.43933210000000056
mp-765970,O40Sn14Ti6,9,Sn,zz,4.62739,4.18806076,-0.4393292400000002,0.4393292400000002
mp-510032,Ge12Os8,9,Ge,yy,3.90275,4.34199762,0.4392476199999997,0.4392476199999997
mp-510032,Ge12Os8,11,Ge,yy,3.90275,4.34199667,0.4392466700000002,0.4392466700000002
mp-510032,Ge12Os8,10,Ge,yy,3.90275,4.34199619,0.43924618999999954,0.43924618999999954
mp-510032,Ge12Os8,8,Ge,yy,3.90275,4.34199238,0.4392423799999996,0.4392423799999996
mp-554929,Cs2Nb4Nd2O14,3,Nd,zz,2.92369,2.48444796,-0.43924204000000033,0.43924204000000033
mp-554929,Cs2Nb4Nd2O14,2,Nd,zz,2.92369,2.48445177,-0.43923822999999995,0.43923822999999995
mp-20450,B16Cr4Y4,1,Y,zz,3.61133,3.17210722,-0.43922278000000015,0.43922278000000015
mp-510032,Ge12Os8,8,Ge,xx,3.90279,4.34199667,0.43920667000000035,0.43920667000000035
mp-510032,Ge12Os8,10,Ge,xx,3.90279,4.34199476,0.4392047600000004,0.4392047600000004
mp-510032,Ge12Os8,11,Ge,xx,3.9028,4.3419981,0.4391980999999996,0.4391980999999996
mp-20450,B16Cr4Y4,2,Y,zz,3.61133,3.17213392,-0.4391960800000003,0.4391960800000003
mp-510032,Ge12Os8,9,Ge,xx,3.9028,4.34199142,0.4391914200000002,0.4391914200000002
mp-29761,C2O10U2,2,C,xx,2.62299,2.18383694,-0.4391530600000002,0.4391530600000002
mp-29761,C2O10U2,3,C,xx,2.62299,2.18383908,-0.43915092000000033,0.43915092000000033
mp-14289,Ba6P8,6,P,xx,-1.78764,-1.34850907,0.4391309299999999,0.4391309299999999
mp-1223306,LaTe6Tl9,6,Tl,zz,2.09343,1.654302,-0.4391280000000002,0.4391280000000002
mp-7691,B16Mo4Y4,5,B,yy,0.03154,-0.40758765,-0.43912765000000004,0.43912765000000004
mp-1223306,LaTe6Tl9,1,Tl,zz,2.09343,1.65430427,-0.4391257300000002,0.4391257300000002
mp-1223306,LaTe6Tl9,2,Tl,zz,2.09343,1.65430927,-0.4391207300000002,0.4391207300000002
mp-1223306,LaTe6Tl9,8,Tl,zz,2.09343,1.65431345,-0.43911655000000005,0.43911655000000005
mp-1223306,LaTe6Tl9,5,Tl,zz,2.09343,1.65431511,-0.43911489000000015,0.43911489000000015
mp-1223306,LaTe6Tl9,4,Tl,zz,2.09343,1.65432632,-0.4391036800000001,0.4391036800000001
mp-1223306,LaTe6Tl9,3,Tl,zz,2.09343,1.65433192,-0.43909808000000017,0.43909808000000017
mp-1223306,LaTe6Tl9,7,Tl,zz,2.09343,1.65433764,-0.43909236000000007,0.43909236000000007
mp-7691,B16Mo4Y4,7,B,yy,0.03154,-0.40754911,-0.43908911,0.43908911
mp-7956,Na6Sb2,2,Na,zz,0.35303,-0.08598293,-0.43901293,0.43901293
mp-9846,Ca2Rb2Sb2,4,Sb,zz,-2.13739,-1.6984241,0.4389658999999999,0.4389658999999999
mp-1029967,N38Rb30W14,3,Rb,xx,1.13239,0.69342923,-0.43896077,0.43896077
mp-1087549,Cs30N38W14,46,N,zz,-4.38417,-3.94524789,0.43892211000000003,0.43892211000000003
mp-1029967,N38Rb30W14,2,Rb,xx,1.1323,0.69342577,-0.43887423000000003,0.43887423000000003
mp-677323,Li22Sb10Ti2,30,Sb,zz,-1.90224,-1.46337295,0.43886705000000004,0.43886705000000004
mp-677323,Li22Sb10Ti2,25,Sb,zz,-1.90224,-1.46337545,0.4388645499999999,0.4388645499999999
mp-1210275,Ga2Na6Sb8Sr6,11,Sr,xx,2.57565,2.13686037,-0.43878963000000004,0.43878963000000004
mp-1210275,Ga2Na6Sb8Sr6,6,Sr,xx,2.57565,2.13686037,-0.43878963000000004,0.43878963000000004
mp-1210275,Ga2Na6Sb8Sr6,8,Sr,xx,2.57565,2.13686943,-0.43878057000000004,0.43878057000000004
mp-1210275,Ga2Na6Sb8Sr6,9,Sr,xx,2.57565,2.13687086,-0.43877913999999985,0.43877913999999985
mp-28683,Cl4I4Ta2,7,Cl,zz,-0.88144,-0.4427771,0.4386629,0.4386629
mp-18300,Al4Ca12Sb12,6,Ca,zz,2.91223,2.47362137,-0.43860863000000005,0.43860863000000005
mp-18300,Al4Ca12Sb12,5,Ca,zz,2.91223,2.47362542,-0.43860458000000024,0.43860458000000024
mp-995219,C32H64O16,64,C,yy,1.33419,0.89560318,-0.43858681999999993,0.43858681999999993
mp-995219,C32H64O16,67,C,xx,1.33419,0.8956039,-0.4385861,0.4385861
mp-995219,C32H64O16,70,C,xx,1.33419,0.89560425,-0.43858575,0.43858575
mp-995219,C32H64O16,85,C,yy,1.33419,0.89560455,-0.43858544999999993,0.43858544999999993
mp-995219,C32H64O16,83,C,xx,1.33419,0.89560461,-0.43858538999999996,0.43858538999999996
mp-995219,C32H64O16,69,C,yy,1.33419,0.89560473,-0.43858527,0.43858527
mp-995219,C32H64O16,86,C,xx,1.33419,0.89560515,-0.43858485,0.43858485
mp-995219,C32H64O16,80,C,yy,1.33419,0.89560616,-0.43858383999999995,0.43858383999999995
mp-995219,C32H64O16,66,C,xx,1.33418,0.89560199,-0.43857800999999996,0.43857800999999996
mp-995219,C32H64O16,87,C,xx,1.33418,0.8956033,-0.43857669999999993,0.43857669999999993
mp-995219,C32H64O16,82,C,xx,1.33418,0.8956033,-0.43857669999999993,0.43857669999999993
mp-995219,C32H64O16,65,C,yy,1.33418,0.89560366,-0.4385763399999999,0.4385763399999999
mp-995219,C32H64O16,68,C,yy,1.33418,0.89560425,-0.43857574999999993,0.43857574999999993
mp-995219,C32H64O16,81,C,yy,1.33418,0.89560509,-0.43857490999999993,0.43857490999999993
mp-995219,C32H64O16,84,C,yy,1.33418,0.89560568,-0.43857431999999996,0.43857431999999996
mp-995219,C32H64O16,71,C,xx,1.33418,0.89560628,-0.43857371999999994,0.43857371999999994
mp-1016069,Cr4N8,5,N,xx,-2.83839,-2.39992428,0.43846571999999995,0.43846571999999995
mp-1370470,Ca12O28V8,21,O,yy,-4.32493,-3.88656425,0.43836575,0.43836575
mp-1370470,Ca12O28V8,23,O,yy,-4.32493,-3.88656688,0.43836312,0.43836312
mp-1370470,Ca12O28V8,20,O,yy,-4.32491,-3.8865633,0.43834669999999987,0.43834669999999987
mp-1370470,Ca12O28V8,35,O,yy,-4.32493,-3.88658381,0.4383461900000003,0.4383461900000003
mp-1370470,Ca12O28V8,34,O,yy,-4.32491,-3.88656425,0.43834574999999987,0.43834574999999987
mp-12385,Ba2O6TaY,3,Ta,xx,6.67876,7.11710453,0.4383445300000002,0.4383445300000002
mp-1370470,Ca12O28V8,22,O,yy,-4.32491,-3.88656592,0.43834408000000025,0.43834408000000025
mp-1370470,Ca12O28V8,36,O,yy,-4.32491,-3.88656807,0.43834193,0.43834193
mp-1370470,Ca12O28V8,37,O,yy,-4.32493,-3.88659143,0.43833857,0.43833857
mp-568742,Hg8I16,8,I,zz,-1.01348,-0.57514679,0.4383332099999999,0.4383332099999999
mp-568742,Hg8I16,16,I,zz,-1.01348,-0.57514781,0.4383321899999999,0.4383321899999999
mp-1087549,Cs30N38W14,47,N,zz,-4.38358,-3.94525766,0.43832234000000003,0.43832234000000003
mp-11739,KLaTe2,1,La,xx,4.33344,3.89515901,-0.4382809900000004,0.4382809900000004
mp-1990,As16Mg24,12,Mg,xx,2.07899,1.640728,-0.43826200000000015,0.43826200000000015
mp-989604,Mo8N24Y8,0,Y,xx,4.95007,4.51183796,-0.43823203999999993,0.43823203999999993
mp-755293,OSb2Sr4,5,Sb,xx,-3.2664,-2.82821822,0.43818177999999985,0.43818177999999985
mp-11116,Cd2Cs2Se6Y2,7,Se,zz,-3.23861,-2.8004458,0.4381642000000001,0.4381642000000001
mp-11116,Cd2Cs2Se6Y2,6,Se,zz,-3.23861,-2.80044842,0.43816158000000005,0.43816158000000005
mp-23472,Ag2Cl6Re,5,Cl,yy,-1.8214,-1.383322,0.43807799999999997,0.43807799999999997
mp-989604,Mo8N24Y8,4,Y,xx,4.94984,4.5117979,-0.43804209999999966,0.43804209999999966
mp-567504,Cl6Cr2,2,Cl,yy,-1.54107,-1.10304558,0.43802441999999986,0.43802441999999986
mp-1228784,Ba10Br4IN5,4,Ba,zz,2.26714,1.82916999,-0.4379700099999999,0.4379700099999999
mp-640889,Cu12Te12Tm4,23,Te,yy,-2.48571,-2.04774213,0.43796787000000004,0.43796787000000004
mp-640889,Cu12Te12Tm4,27,Te,yy,-2.48571,-2.04774237,0.43796763000000016,0.43796763000000016
mp-1228784,Ba10Br4IN5,9,Ba,zz,2.26714,1.82918501,-0.43795498999999993,0.43795498999999993
mp-28683,Cl4I4Ta2,8,Cl,zz,-0.88072,-0.442779,0.43794099999999997,0.43794099999999997
mp-1206350,K2PdTe2,2,Te,xx,-2.27537,-1.83744669,0.4379233100000002,0.4379233100000002
mp-1206350,K2PdTe2,3,Te,xx,-2.27537,-1.83745074,0.43791926000000014,0.43791926000000014
mp-583463,Cl18Fe6,22,Cl,xx,-2.03448,-1.5965836,0.43789639999999985,0.43789639999999985
mp-1065514,Te2TlY,0,Y,xx,4.4018,3.96394062,-0.4378593799999999,0.4378593799999999
mp-4024,Ag2Dy2Te4,1,Dy,yy,4.31049,3.87263393,-0.4378560699999996,0.4378560699999996
mp-4024,Ag2Dy2Te4,0,Dy,xx,4.31049,3.87263846,-0.4378515399999996,0.4378515399999996
mp-1065514,Te2TlY,0,Y,yy,4.4018,3.96395087,-0.4378491299999996,0.4378491299999996
mp-4024,Ag2Dy2Te4,1,Dy,xx,4.31049,3.87264371,-0.4378462899999995,0.4378462899999995
mp-1030015,Mg108N144W36,218,N,yy,-3.58185,-3.14400864,0.4378413600000002,0.4378413600000002
mp-4024,Ag2Dy2Te4,0,Dy,yy,4.31049,3.87264919,-0.4378408099999995,0.4378408099999995
mp-1030015,Mg108N144W36,221,N,yy,-3.58185,-3.14401197,0.43783803,0.43783803
mp-1030015,Mg108N144W36,146,N,yy,-3.58185,-3.1440134,0.43783660000000024,0.43783660000000024
mp-551873,Bi2Ca4O,5,Bi,zz,-2.88783,-2.4499948,0.4378352000000003,0.4378352000000003
mp-1030015,Mg108N144W36,149,N,yy,-3.58185,-3.14401698,0.43783302000000024,0.43783302000000024
mp-551873,Bi2Ca4O,4,Bi,zz,-2.88783,-2.45003247,0.4377975300000001,0.4377975300000001
mp-23472,Ag2Cl6Re,6,Cl,yy,-1.82104,-1.38331985,0.4377201500000001,0.4377201500000001
mp-23827,H12Cl2Sr7,3,Sr,xx,2.1357,1.69804084,-0.43765915999999994,0.43765915999999994
mp-989604,Mo8N24Y8,2,Y,xx,4.94946,4.51180649,-0.4376535100000005,0.4376535100000005
