formula,mp_source_index,mp_material_id,mp_dielectric_task_id,mp_nsites,matbench_index,matbench_n,matbench_nsites
BaZnSiO4,3738,mp-561305,mp-1117916,42,525,1.7746869207459255,42
BaZrO3,3838,mp-3834,mp-1140541,5,3359,2.2199099080818567,5
Be2BO3F,1507,mp-554023,mp-1140839,14,2303,1.5107393597581473,14
Be2C,1524,mp-1569,mp-1140805,3,3619,2.645562322078273,3
Be3Cd4Si3SO12,1490,mp-17493,mp-1118322,46,1891,1.829359177417054,46
Be3Cd4Si3SeO12,1491,mp-16793,mp-1115872,46,1564,1.8585472821534565,46
Be3Cd4Si3TeO12,1492,mp-17167,mp-1115889,46,942,1.8986123880350094,46
Be3P2,1523,mp-567841,mp-1140634,40,2225,3.173483889985897,40
Be3Zn4Si3SO12,1493,mp-6856,mp-1117810,46,2236,1.7954044112678351,46
Be4TeO7,1517,mp-27608,mp-1115179,48,4140,1.8467850443405711,12
BeAlH5,1494,mp-23719,mp-1115006,14,991,1.8787723828784229,14
BeBr2,1513,mp-30139,mp-1140851,6,1187,1.5857700547862241,6
BeCl2,1511,mp-569030,mp-1141131,27,2752,1.4029378698526407,27
BeCl2,1512,mp-23267,mp-1140110,6,1066,1.5188811671822433,6
BeF2,1508,mp-559400,mp-1140383,36,2220,1.19916637711048,36
BeF2,1509,mp-558118,mp-1114894,9,1921,1.3211067330083577,9
BeF2,1509,mp-558118,mp-1114894,9,2877,1.3418140705775896,9
BeF2,1510,mp-561543,mp-1117656,36,4294,1.2316764997352183,36
BeGeAs2,1500,mp-1009088,mp-1116708,16,2257,3.6182629810449103,8
BeGeP2,1499,mp-1013527,mp-1116711,16,1098,3.259410478394316,8
BeH8SO8,1489,mp-23996,mp-1117663,72,167,1.4714697867551794,36
BeI2,1514,mp-570886,mp-1142102,6,2879,1.786803477341564,6
BeO,1518,mp-2542,mp-1114980,4,579,6.547365882551681,4
BeO,1519,mp-1778,mp-1141346,2,541,1.7643505887436313,2
BeP2,1516,mp-27148,mp-1140091,24,1133,3.1419739017499264,24
BeS,1520,mp-422,mp-1140270,2,3534,2.29683608470435,2
BeSe,1521,mp-1541,mp-1140960,2,3865,2.4529796167110733,2
BeSiAs2,1505,mp-1009087,mp-1116714,16,2020,3.30170915335275,8
BeSiN2,1502,mp-15704,mp-1140909,8,718,2.1387452707915746,8
BeSiN2,1503,mp-7913,mp-1117027,16,1651,2.136540661911212,16
BeSiP2,1504,mp-1009085,mp-1116715,16,1535,3.0780945946044826,8
BeTe,1522,mp-252,mp-1141712,2,4060,2.7269004382265205,2
BeZnO2,1506,mp-550433,mp-1114733,16,2549,1.9639809062208315,8
Bi2O3,432,mp-23262,mp-1141724,20,1062,2.5747491787227226,20
Bi2O3,433,mp-37036,mp-1115294,5,4461,2.4951655255714003,5
Bi2S3,435,mp-22856,mp-1140946,20,3883,3.5301295538077166,20
Bi2Se3,436,mp-23164,mp-1141517,20,1010,4.0358394418014205,20
BiBrO,420,mp-23072,mp-1141142,6,4065,2.4299705759535444,6
BiCl3,413,mp-22908,mp-1140324,16,3911,1.9822546086043875,16
BiClO,419,mp-22939,mp-1140009,6,4080,2.3792135255163624,6
BiF3,412,mp-23237,mp-1142271,16,1049,1.8816659285501947,16
BiF5,404,mp-27743,mp-1142220,6,1512,1.570562531913663,6
BiO2,418,mp-557993,mp-1140394,12,2422,2.7660441066606336,12
BiOF,417,mp-23074,mp-1140559,6,4034,2.2186645382601973,6
BiTeBr,426,mp-33723,mp-1114905,3,784,3.0107447583612954,3
BiTeCl,425,mp-28944,mp-1141478,6,59,2.758195303696484,6
BiTeI,427,mp-22965,mp-1115039,3,1317,3.159292853366615,3
Br,14,mp-23154,mp-1141657,4,596,2.5112413928851183,4
Br2O,13,mp-28460,mp-1115170,12,1505,2.332243340648655,12
BrCl,11,mp-864928,mp-1140549,4,3183,1.7319947074591915,4
BrCl,12,mp-1008492,mp-1115407,4,2019,2.007511975887898,4
BrF5,9,mp-27987,mp-1140302,12,1864,1.477599517235077,12
BrNO3,10,mp-29526,mp-1141855,20,3813,1.8460769214742923,20
C,59,mp-990424,mp-1116649,8,1877,2.5686175269977425,4
C,60,mp-66,mp-1140975,8,2151,2.414480068254859,2
C(ClF)2,50,mp-22966,mp-1141659,10,3946,1.4199867370272639,10
CClF3,49,mp-28473,mp-1141685,10,3197,1.4428962771684826,10
CF4,48,mp-1167,mp-1141305,10,2970,1.2774975538123259,10
CNCl,53,mp-571324,mp-1141400,18,3194,1.5922730084209689,18
CO2,51,mp-11725,mp-1141723,12,2974,1.3748939353031324,12
CO2,52,mp-20066,mp-1141917,12,1060,1.365772064926404,12
CS14,47,mp-27814,mp-1141543,15,3201,1.7677669529660431,15
CSO,56,mp-28240,mp-1116145,3,152,1.4748881313509725,3
Ca(AsO3)2,2247,mp-4555,mp-1141441,9,3875,1.9046755629240448,9
Ca(CdP)2,2333,mp-9570,mp-1140755,5,3334,3.4721751107915457,5
Ca(GdS2)2,2285,mp-36358,mp-1116310,14,115,2.8430924477861583,14
Ca(HoS2)2,2284,mp-34011,mp-1116283,14,3236,2.7541333133526953,14
Ca(InN)2,2331,mp-1029479,mp-1119340,10,2563,4.714203078640828,5
Ca(InTe2)2,2277,mp-677072,mp-1119646,14,2252,3.2306380174819957,7
Ca(MgAs)2,2349,mp-9564,mp-1141245,5,53,3.013125840938831,5
Ca(MgBi)2,2351,mp-29208,mp-1141507,5,1498,4.092799001498444,5
Ca(MgSb)2,2350,mp-9565,mp-1142010,5,51,3.2598568475727294,5
Ca(NdS2)2,2287,mp-35876,mp-1116920,28,4207,2.7779480436706034,14
Ca(PIr)2,2321,mp-11168,mp-1140821,15,3139,5.692490608980687,15
Ca(PrS2)2,2288,mp-34185,mp-1116919,28,1407,2.773072363522693,14
Ca(SbO3)2,2248,mp-9125,mp-1141839,9,179,1.8927030934618352,9
Ca(SmS2)2,2286,mp-36100,mp-1116929,28,1247,2.7784840590988944,14
Ca(TbS2)2,2289,mp-38327,mp-1117056,28,4498,2.7685363160582406,14
Ca(ZnAs)2,2337,mp-9571,mp-1140813,5,3342,3.794732709076272,5
Ca(ZnN)2,2335,mp-1029258,mp-1118892,5,1590,2.9841432047853638,5
Ca(ZnP)2,2336,mp-9569,mp-1140404,5,3354,3.334490965649778,5
Ca10P6O25,2361,mp-29760,mp-1116175,41,750,1.7084904643183305,41
Ca2Al2SiO7,2309,mp-559691,mp-1117784,24,348,1.7341352311743166,24
Ca2AsAu,2458,mp-867113,mp-1141429,4,3980,6.203542939321042,4
Ca2B2O5,2356,mp-1019560,mp-1115526,36,4469,1.6984477226769938,36
Ca2BeSi2O7,2310,mp-6208,mp-1117586,24,4484,1.7298714788484528,24
Ca2BrN,2450,mp-23009,mp-1141495,4,3968,2.226612973404522,4
Ca2Ga2O5,2358,mp-16433,mp-1117353,36,2328,1.9831236303703643,18
Ca2Ge,2474,mp-304,mp-1140022,12,4376,4.069070327892273,12
Ca2IN,2451,mp-28553,mp-1140089,8,1047,2.382170648799115,8
Ca2MgSi2O7,2311,mp-6094,mp-1117661,24,558,1.6972034841664292,24
Ca2NCl,2449,mp-22936,mp-1141023,4,3923,2.1458440452806746,4
Ca2NF,2448,mp-33588,mp-1142200,8,3951,2.1393799829581686,8
Ca2NbN3,2414,mp-1029832,mp-1119019,48,315,2.5813615270498884,24
Ca2SbAu,2460,mp-861950,mp-1116597,16,662,7.758024039663723,4
Ca2Si,2475,mp-2517,mp-1141667,12,783,3.970222495864264,12
Ca2Si5N8,2265,mp-28922,mp-1116161,30,2143,2.0802180975400955,30
Ca2SnS4,2383,mp-866580,mp-1118416,21,882,2.7665583312122646,21
Ca2TaN3,2415,mp-1029773,mp-1119024,48,3210,2.4922441025442645,24
Ca2VN3,2410,mp-17892,mp-1118634,48,3238,2.64599370117668,24
Ca2WN2,2424,mp-1118832,mp-1118891,10,2536,3.2090245142929867,10
Ca2Zn2CuP3,2370,mp-571306,mp-1141378,16,3193,3.456587912956941,16
Ca2ZnN2,2426,mp-8818,mp-1140551,5,4715,2.5205810539864615,5
Ca2ZnSi2O7,2308,mp-6227,mp-1117796,24,2912,1.7385467110971353,24
Ca3(AlN2)2,2411,mp-29820,mp-1118639,72,2496,2.3693728424768157,72
Ca3(BN2)2,2403,mp-531265,mp-1118700,54,2530,2.0551391680370457,54
Ca3(GaN2)2,2407,mp-571162,mp-1118757,36,2704,2.5104096611243882,18
Ca3(SiAs2)2,2405,mp-540696,mp-1141880,36,2369,3.3006565003546386,36
Ca3Al3N5,2378,mp-1029921,mp-1118884,22,3584,2.2915720950183234,22
Ca3AlN3,2437,mp-29596,mp-1118619,28,2794,2.4079838731464407,28
Ca3AsBr3,2430,mp-27294,mp-1140273,7,3437,2.238350508745222,7
Ca3AsCl3,2429,mp-28069,mp-1141838,7,403,2.1122009847550007,7
Ca3BN3,2433,mp-30315,mp-1140277,7,1226,2.325276399341234,7
Ca3BiN,2473,mp-31149,mp-1140149,5,3770,4.316408692420126,5
Ca3CdO4,2420,mp-755287,mp-1141871,8,211,2.062161972299945,8
Ca3FeRhO6,2377,mp-18843,mp-1141632,22,3380,2.3527289119994874,22
Ca3GaAs3,2435,mp-541062,mp-1140945,28,4381,3.448526255276786,28
Ca3GaN3,2434,mp-1029943,mp-1118894,14,866,2.5660291632533463,14
Ca3PCl3,2427,mp-29342,mp-1140282,7,962,2.09036695343186,7
Ca3PN,2470,mp-11824,mp-1140891,5,3530,2.906028217344077,5
Ca3SbN,2472,mp-1013548,mp-1118521,5,2341,3.7214056484076,5
Ca3SiO5,2404,mp-37657,mp-1117311,18,2666,1.7816722481983072,18
Ca3TaGa3(SiO7)2,2264,mp-6853,mp-1117495,23,989,1.8657993818557561,23
Ca3Ti2O7,2372,mp-4163,mp-1117607,48,3950,2.3037928147585958,24
Ca3VN3,2436,mp-9029,mp-1118807,28,177,2.825056577604538,14
Ca4Al6WO16,2290,mp-19145,mp-1117894,54,2938,1.6535997097242126,27
Ca4CN4,2438,mp-5251,mp-1118697,36,2525,2.225551916566615,36
Ca4Cl6O,2416,mp-23326,mp-1117417,22,36,1.7971544174054714,22
Ca4GeN4,2439,mp-29808,mp-1118627,36,652,2.4674507087275317,36
Ca4HfN4,2443,mp-1029730,mp-1119026,18,3838,2.4340997651424785,18
Ca4I6O,2417,mp-755949,mp-1118112,22,4217,2.132657340815286,22
Ca4P2O,2465,mp-5380,mp-1141780,7,1685,2.71393975614788,7
Ca4PtO6,2418,mp-8568,mp-1141287,22,369,2.1718655575337715,22
Ca4Sb2O,2467,mp-13660,mp-1141865,7,3504,3.0230105303598673,7
Ca4Sb2S,2468,mp-35269,mp-1117149,28,4466,3.0611080782400784,14
Ca4SiN4,2440,mp-1019576,mp-1118544,36,4398,2.40906572485407,36
Ca4TiN4,2441,mp-568469,mp-1118730,18,1539,2.498974256236613,18
Ca4ZrN4,2442,mp-1029660,mp-1120049,18,4433,2.4726394803933713,18
Ca5(CoN2)2,2444,mp-569383,mp-1118741,44,536,3.171589769605563,44
Ca5(GaAs3)2,2423,mp-17558,mp-1140819,26,4463,3.7399197852360415,26
Ca5(SiN3)2,2422,mp-571333,mp-1118752,52,2806,2.2878643607813234,26
Ca5Al6O14,2342,mp-17694,mp-1115905,50,4431,1.7549945868862376,50
Ca5NbN5,2445,mp-675101,mp-1118775,44,2611,2.5722529035847157,44
Ca5P3HO13,2360,mp-41472,mp-1117731,44,2127,1.71314749316378,44
Ca5P8,2421,mp-28879,mp-1140225,13,1259,3.086853846022823,13
Ca6GaN5,2462,mp-17875,mp-1118613,24,4225,2.375244127803851,24
Ca6MnN5,2463,mp-17577,mp-1118614,24,1905,2.5966399442356183,24
Ca7SiN6,2461,mp-1029474,mp-1119162,56,2800,2.4545891034278355,56
CaAlSiH,2371,mp-568177,mp-1119530,4,2553,3.780173276451756,4
CaAlSiHO5,2250,mp-24402,mp-1117726,36,3245,1.7771221117300857,36
CaB4O7,2236,mp-11000,mp-1117666,24,2924,1.775751014829125,24
CaBPO5,2253,mp-6667,mp-1117639,24,2267,1.7033314416166885,24
CaBe3O4,2258,mp-754739,mp-1117456,16,2601,1.7756092851000003,16
CaBr2,2392,mp-22888,mp-1141924,6,4458,1.7691806012954134,6
CaCN2,2362,mp-4124,mp-1141247,4,2238,1.8296621728249784,12
CaCO3,2316,mp-3953,mp-1141991,10,2953,1.6916461410948838,10
CaCd3O4,2256,mp-760403,mp-1140933,8,4485,2.46331030661317,8
CaCdO2,2368,mp-753287,mp-1141384,4,4704,2.3464232354799086,4
CaCeO3,2353,mp-756365,mp-1141578,20,1817,2.3018257246513403,20
CaCl2,2390,mp-22904,mp-1140632,6,3908,1.6547910240671881,6
CaCl2,2391,mp-571642,mp-1140068,12,2277,1.669331203406522,12
CaClF,2389,mp-27546,mp-1141097,6,1414,1.7373855837627599,6
CaCrF6,2257,mp-557519,mp-1140210,8,4344,1.5374602433884135,8
CaF2,2386,mp-2741,mp-1141491,3,4598,1.536229149573748,3
CaGeN2,2363,mp-7801,mp-1141596,8,276,2.369647723467211,8
CaH2,2399,mp-23713,mp-1140656,12,1240,2.1101342769280507,12
CaH2(CO2)2,2246,mp-560210,mp-1117910,36,2043,1.5430346723259332,36
CaHCl,2394,mp-23859,mp-1141673,6,1308,1.9406796060486986,6
CaHI,2397,mp-24204,mp-1141182,6,1450,2.025005679004382,6
CaHN,2395,mp-34932,mp-1114914,6,1205,2.1389273791630545,3
CaHfN2,2375,mp-1029359,mp-1119012,12,2542,3.0811751005095394,12
CaHgO2,2364,mp-7041,mp-1142060,4,7,2.0323401126123875,4
CaMg2N2,2348,mp-5795,mp-1140081,5,4585,2.4174805066432294,5
CaMgAsO4F,2263,mp-7035,mp-1541778,16,4122,1.7216260724481764,16
CaMgNiH4,2283,mp-24052,mp-1116109,28,2177,2.7098542396224934,28
CaMoN3,2322,mp-989635,mp-1118835,20,1696,3.186528623230406,10
CaN6,2266,mp-676,mp-1141606,14,349,1.753947927767144,14
CaNdTiMnO6,2245,mp-41742,mp-1116341,20,454,2.542509652554604,20
CaO,2446,mp-545512,mp-1116757,4,3339,1.827498381212244,4
CaO,2447,mp-2605,mp-1540230,2,4518,1.9695177074605386,2
CaO2,2388,mp-634859,mp-1141635,3,2675,1.8388402141929934,3
CaP,2457,mp-1345,mp-1141830,12,1638,2.8633229530273616,12
CaPbF6,2251,mp-20463,mp-1142073,8,3278,1.4355797899571192,8
CaPbI4,2300,mp-754540,mp-1140448,6,241,2.0860419458869948,6
CaReN3,2329,mp-989606,mp-1118828,40,3608,2.519787689469095,20
CaS,2452,mp-1672,mp-1141289,2,4574,2.2333830840230333,2
CaSO4,2295,mp-3082,mp-1117156,18,2082,1.5542995206844785,18
CaSO4,2295,mp-3082,mp-1117156,18,2797,1.5544136086211573,18
CaSe,2454,mp-1415,mp-1140792,2,4180,2.3700210969525224,2
CaSiN2,2366,mp-1029506,mp-1119151,32,2291,2.203103719755382,16
CaSnF4,2304,mp-1048327,mp-1116822,6,4177,1.733348768432326,6
CaSnF6,2254,mp-8224,mp-1141102,8,2453,1.3750826641817937,8
CaSnN2,2365,mp-1029633,mp-1119150,16,1716,2.4514909748967053,16
CaTaNO2,2345,mp-556340,mp-1117332,20,2461,2.6225830778070693,20
CaTe,2459,mp-1519,mp-1140090,2,4514,2.567489045741018,2
CaTeO3,2323,mp-17008,mp-1115881,30,922,1.8375521761299731,30
CaTiF6,2260,mp-27315,mp-1140727,8,63,1.4604641050632508,8
CaTiN2,2373,mp-1029572,mp-1118980,64,3045,2.7922883088964863,64
CaTlF3,2339,mp-998615,mp-1116764,30,5,1.6774943616398088,10
CaV2O6,2249,mp-27624,mp-1141859,9,2748,1.9662860931207395,9
CaWN3,2317,mp-989616,mp-1118823,20,2001,2.9700917494245864,20
CaZnSO,2369,mp-7204,mp-1119674,8,3054,2.1882834977823813,8
CaZr(PO4)2,2238,mp-554495,mp-1117780,48,430,1.800725779604805,48
CaZrN2,2374,mp-1029267,mp-1119010,12,1484,3.2819475925127133,12
Cd(AsO3)2,953,mp-7128,mp-1142100,9,2945,2.0518377128808214,9
Cd(BO2)2,964,mp-13335,mp-1118041,56,420,1.912151754786568,56
Cd(Ga3Te5)2,949,mp-36641,mp-1117095,17,2374,3.276335114229362,17
Cd(GaS2)2,968,mp-4452,mp-1141464,7,3108,2.409087240706184,7
Cd(GaSe2)2,969,mp-3772,mp-1142184,7,2860,2.7173965481688533,7
Cd(GaTe2)2,970,mp-13949,mp-1141726,7,2702,3.1487949546876925,7
Cd(HO)2,988,mp-28508,mp-1115172,20,4359,1.969638968609899,10
Cd(InSe2)2,973,mp-568661,mp-1141502,7,2757,2.755680436238329,7
Cd(InSe2)2,974,mp-568032,mp-1140131,7,2763,2.7449519728646132,7
Cd(InSe2)2,975,mp-22304,mp-1142299,7,3487,2.7391465215768704,7
Cd(InTe2)2,976,mp-21374,mp-1115068,14,2069,3.085034359614168,7
Cd(PO3)2,952,mp-557614,mp-1117881,36,1122,1.671341975778745,36
Cd(SbO3)2,955,mp-8922,mp-1140213,9,4722,2.060176610552277,9
Cd4B6O13,985,mp-755260,mp-1118217,46,4191,1.8589838622215085,23
Cd4GeS6,1028,mp-5151,mp-1116400,22,2551,2.46400209686058,22
Cd4GeSe6,1029,mp-18163,mp-1117611,44,3468,2.749672950249417,22
Cd4SiS6,1030,mp-18179,mp-1117484,44,1944,2.418396782994883,22
Cd4SiSe6,1031,mp-17791,mp-1117515,44,3597,2.6870316336061246,22
CdAg2GeS4,958,mp-554105,mp-1116962,16,534,2.646006235820316,16
CdAs2,1025,mp-471,mp-1140897,6,4522,3.8776681996615783,6
CdBr2,1014,mp-568690,mp-1140293,3,2455,1.8809529499697786,3
CdBr2,1015,mp-568722,mp-1140145,6,2365,1.8762221794517289,6
CdBr2,1016,mp-27934,mp-1140758,6,1254,1.8813882285872463,6
CdCN2,997,mp-10969,mp-1140589,4,3260,2.10475208357974,4
CdCO3,987,mp-4385,mp-1141616,10,3832,1.8223460154427324,10
CdCl2,1012,mp-695850,mp-1116674,3,2221,1.8022072331248986,3
CdCl2,1013,mp-22881,mp-1141971,3,3901,1.7360202571782501,3
CdCu2GeS4,959,mp-13982,mp-1116958,16,426,2.9986769304700585,16
CdCu2GeSe4,960,mp-10967,mp-1115137,16,1889,4.322703899181622,8
CdF2,1010,mp-241,mp-1140102,3,4231,1.6742162345408136,3
CdGeP2,1000,mp-3668,mp-1141650,8,2268,3.575811143409748,8
CdH4(BrO4)2,950,mp-24509,mp-1117868,60,384,1.7301313052289797,60
CdHgO2,1001,mp-9146,mp-1140021,4,4496,2.40984715974548,4
CdI2,1017,mp-567259,mp-1140978,3,1692,2.175239450420781,3
CdI2,1018,mp-568233,mp-1141452,6,2276,2.096699469801648,6
CdI2,1019,mp-28248,mp-1141027,6,2338,2.1386332083833324,6
CdI2,1020,mp-570437,mp-1119546,9,2147,2.162116324345203,9
CdI2,1021,mp-569994,mp-1119543,12,25,2.1626032152631836,12
CdO2,1011,mp-2310,mp-1140005,12,3135,2.1111608181282633,12
CdP2,1023,mp-402,mp-1140588,12,2831,3.1081393147669556,12
CdP4,992,mp-7904,mp-1141123,10,4251,3.5701540583005658,10
CdPS3,989,mp-5328,mp-1140443,10,4206,2.282644665002996,10
CdPS3,990,mp-9330,mp-1116750,30,4054,2.273788175417108,10
CdPbF6,956,mp-37216,mp-1141299,8,1506,1.6099689438029896,8
CdS,1035,mp-672,mp-1115349,4,2581,2.540341184434355,4
CdSO4,978,mp-5679,mp-1119526,12,416,1.7520559351801528,12
CdSe,1036,mp-1070,mp-1141487,4,1765,3.1103054512378905,4
CdSe,1037,mp-2691,mp-1141601,2,1538,2.9350330492176746,2
CdSiAs2,1005,mp-3078,mp-1141730,8,4708,3.7516148078749585,8
CdSiP2,1004,mp-4666,mp-1141778,8,904,3.2845073197259484,8
CdSnF6,957,mp-13907,mp-1140754,8,3539,1.5026975743641915,8
CdSnP2,1003,mp-5213,mp-1141068,8,1967,3.6104080563467247,8
CdTe,1038,mp-12779,mp-1114777,4,2241,3.097692044087017,4
CdTe,1038,mp-12779,mp-1114777,4,4309,2.9848566688089626,4
CdTe,1039,mp-406,mp-1114810,8,1881,3.0511132394586764,2
Ce3Zr5O16,2137,mp-1019589,mp-1115528,24,709,2.576975164712841,24
Ce5Zr3O16,2138,mp-1019595,mp-1115529,24,2479,2.6837121678749383,24
CeO2,2139,mp-20194,mp-1141126,3,4579,2.8222331583340186,3
Cl2,2,mp-570778,mp-1140435,16,2843,1.231665539016173,16
Cl2,3,mp-22848,mp-1140536,4,3637,1.6222412479786978,4
Cl2O,1,mp-29537,mp-1140620,12,3819,1.7396359772463137,12
ClO3,0,mp-22869,mp-1140142,16,3892,2.03412552873639,16
Co(AsO3)2,773,mp-19292,mp-1140989,9,3802,2.1095759447497087,9
Co4B6O13,779,mp-19343,mp-1117493,46,4147,1.8756340261362279,23
CoAs2,793,mp-2715,mp-1140495,12,2234,5.879540798395739,12
CoAsS,790,mp-16363,mp-1141776,12,2664,4.919906198292809,12
CoAsS,791,mp-4627,mp-1140912,12,1809,4.8775632577480055,12
CoAsSe,792,mp-505511,mp-1140415,24,1460,5.384298159153769,24
CoBr2,786,mp-30033,mp-1141744,3,500,3.4788408031567326,3
CoCO3,780,mp-21434,mp-1141743,10,4178,1.913786909071468,10
CoCl2,785,mp-23240,mp-1141732,3,1050,3.956008088995544,3
CoF2,784,mp-555908,mp-1141020,6,2857,1.6160651802036534,6
CoH8(BrO2)2,771,mp-23965,mp-1139967,30,3168,1.6632297896963406,30
CoP2,789,mp-14285,mp-1140539,12,3591,4.993862900267354,12
CoPSe,788,mp-10368,mp-1139964,24,2295,4.927237224517069,24
CoSb3,782,mp-1317,mp-1141761,16,3700,5.923174824365747,16
CoSbS,794,mp-5881,mp-1141520,24,2695,5.385629025471397,24
Cr2AgBiO8,1056,mp-559885,mp-1119520,24,2528,2.6847562893740156,12
Cr2F5,1081,mp-558380,mp-1140148,14,2555,1.6459040069215884,14
Cr2O3,1090,mp-19399,mp-1140903,10,4209,2.5136295139345552,10
CrAgO2,1075,mp-19378,mp-1140655,4,3007,2.6670471811849703,4
CrAgS2,1076,mp-4182,mp-1140012,4,4228,3.537217409207413,4
CrAgSe2,1077,mp-3532,mp-1141570,4,1112,3.898136135813285,4
CrBO3,1062,mp-19299,mp-1141718,10,3154,2.17084438256945,10
CrBiO3,1063,mp-546027,mp-1141380,10,2194,2.6671020477914458,10
CrBr3,1069,mp-27734,mp-1140732,24,1509,2.1619435700313887,24
CrCdF6,1049,mp-559161,mp-1140779,8,1675,1.6631345906650676,8
CrCl3,1067,mp-27630,mp-1141082,8,1451,2.0057417580555184,8
CrCl3,1068,mp-567504,mp-1141514,8,2185,1.9377822375071876,8
CrCuO2,1079,mp-510625,mp-1141280,4,3321,2.69224064055698,4
CrCuSe2,1080,mp-568587,mp-1115319,12,4728,4.461101956542428,4
CrF2,1085,mp-554340,mp-1141161,6,2352,1.592482338991551,6
CrF3,1066,mp-560338,mp-1141225,8,2785,1.6839437836991675,8
CrHO2,1071,mp-23910,mp-1114996,12,4182,2.0969688441494228,4
CrHO2,1072,mp-24040,mp-1114988,8,138,2.259266178799361,8
CrHgF6,1047,mp-558864,mp-1141033,8,2505,1.7870887871992747,8
CrMoF6,1046,mp-557158,mp-1140176,8,2271,1.6624996408240418,8
CrP2O7,1041,mp-26974,mp-1117440,20,4410,2.331510454619494,20
CrPO4,1051,mp-27042,mp-1117524,48,2055,2.0094259545120505,12
CrSbO4,1054,mp-755493,mp-1119831,12,1917,2.1979021057969494,6
CrSbO4,1055,mp-754974,mp-1117112,6,1882,2.0550184102987172,6
CrSbSe3,1061,mp-15236,mp-1141152,20,3672,4.1041848561356655,20
CrSi2,1089,mp-1222,mp-1141060,9,4250,5.545099307797232,9
CrSi2,1089,mp-1222,mp-1141060,9,4516,5.530526647616844,9
CrSiTe3,1064,mp-3779,mp-1140605,10,412,3.4453350103226854,10
CrTe3,1073,mp-540922,mp-1141954,32,2482,4.561286368266449,32
Cs15W7N19,5229,mp-1087549,mp-1120004,82,3472,2.244494449387954,82
Cs2Al2As2O7,4942,mp-554206,mp-1114935,26,2014,1.7007702176759016,13
Cs2CN2,5233,mp-1029699,mp-1119149,15,540,1.6437987508613499,15
Cs2CaH4,5194,mp-697133,mp-1141071,7,2599,1.7877329218873828,7
Cs2GeCl6,5100,mp-27882,mp-1140720,9,1582,1.6533348118273044,9
Cs2GeF6,5099,mp-8217,mp-1141645,9,141,1.420801182431946,9
Cs2HfF6,5123,mp-13948,mp-1142106,9,4707,1.4890547337153208,9
Cs2HfI6,5125,mp-29398,mp-1142105,9,1607,1.9499841024993012,9
Cs2HgF4,5186,mp-8963,mp-1140811,7,197,1.631620973142971,7
Cs2Li3I5,5046,mp-608311,mp-1141164,10,2612,1.7862001774187841,10
Cs2LiAsO4,5167,mp-14364,mp-1117015,32,1778,1.6811203605532432,16
Cs2MnV2(ClO3)2,4944,mp-573229,mp-1116849,26,1637,1.776520569352726,13
Cs2Mo3SeO12,4896,mp-18353,mp-1118111,36,2629,2.0844823498093388,36
Cs2NbF6,5116,mp-8995,mp-1140125,9,188,1.6105499060879795,9
Cs2Ni3Se4,5108,mp-14336,mp-1141085,9,3598,2.806732085540047,9
Cs2O,5275,mp-7988,mp-1141864,3,550,2.146858169506898,3
Cs2PbCl6,5087,mp-23425,mp-1142284,9,1140,1.716243863790927,9
Cs2PdI6,5095,mp-569066,mp-1140136,9,2710,2.535842003490495,9
Cs2PtI6,5089,mp-23060,mp-1142110,9,4017,2.190957933568482,9
Cs2S,5276,mp-540703,mp-1141605,12,2382,1.9800673389222567,12
Cs2Se,5277,mp-569272,mp-1141273,6,1690,1.919114379086347,6
Cs2Se3,5232,mp-7449,mp-1141785,10,2684,2.2215057206018325,10
Cs2Se5,5178,mp-541055,mp-1118263,28,1472,2.212149030543226,28
Cs2SeCl6,5085,mp-27830,mp-1140345,9,1547,1.7558718632064272,9
Cs2SiF6,5110,mp-4047,mp-1140343,9,1910,1.4021055595068455,9
Cs2SnAs2,5241,mp-8934,mp-1142307,10,310,2.549667298557462,10
Cs2SnBr6,5104,mp-641923,mp-1141639,9,1880,1.790323341373467,9
Cs2SnF6,5102,mp-7297,mp-1140834,9,4119,1.4830710254963007,9
Cs2TeI6,5098,mp-540957,mp-1142104,9,2493,2.2011206236824026,9
Cs2Ti(PO4)2,4945,mp-14864,mp-1117935,52,863,1.6339023838650826,52
Cs2TiCl6,5117,mp-27828,mp-1140192,9,1546,1.7260706822143819,9
Cs2TiS3,5216,mp-3247,mp-1116787,24,1963,2.2036481116548527,12
Cs3Li2F5,5196,mp-558728,mp-1119503,40,212,1.5073215759529661,10
Cs3LiCl4,5230,mp-606711,mp-1116840,8,2751,1.586347073940933,8
Cs3MgH5,5219,mp-23947,mp-1118082,36,3751,1.743414274730287,36
Cs3TaO8,5162,mp-561942,mp-1119516,24,2947,1.6715633401100898,12
Cs3TlF6,5195,mp-561827,mp-1140138,10,2419,1.5079804375388937,10
CsAgO,5209,mp-8666,mp-1116788,24,1983,1.9297803847415729,12
CsAlO2,5153,mp-14069,mp-1140347,8,4641,1.7960557712201892,8
CsAsF4,4951,mp-5707,mp-1115304,12,647,1.4678818072310862,12
CsAsF6,4916,mp-9820,mp-1139963,8,77,1.4094877320028891,8
CsAu,5261,mp-2667,mp-1141233,2,3663,2.2340546098965426,2
CsB3H8,4881,mp-28582,mp-1117560,48,2654,1.5640851426099966,24
CsBe2F5,4925,mp-27192,mp-1117659,32,812,1.387117514848688,32
CsBeH3,5022,mp-24341,mp-1141154,10,3764,1.4992947230837126,10
CsBiF6,4920,mp-27422,mp-1140553,8,1327,1.4780298824223237,8
