direct_mode_index,foundation_mode_index,overlap_abs,direct_frequency_cm-1,foundation_frequency_cm-1,frequency_ratio_foundation_over_direct,direct_raman_activity,foundation_raman_activity,activity_ratio_foundation_over_direct,direct_frobenius_norm,foundation_frobenius_norm,frobenius_ratio_foundation_over_direct
144,147,0.865793795732887,757.3877476425508,729.4018728282333,0.9630494751183571,0.00012913650195446274,0.00015043184949552,1.1649057177386346,0.0035030300319469367,0.0037787343864694586,1.0787045363608514
145,144,0.9445309293817663,758.129599054273,727.3089772017221,0.959346499739625,0.0001684559848261392,0.00015902466090069993,0.944013126424845,0.0037846629747105513,0.0038812416224187174,1.02551842749368
146,146,0.8449385715452384,758.469170059381,728.5150089557802,0.9605070815188762,2.2662272828862608e-05,0.000252393265777976,11.137155910351968,0.001237459915603649,0.004902498760836449,3.9617434868142345
147,149,0.6940890340703874,762.3912743462761,734.0280038112026,0.9627969633317301,0.0001304228036991249,0.0025732158114933675,19.729799839524787,0.0035213775863335364,0.015644793171479415,4.44280477963989
148,150,0.6159042205641695,763.2638272052005,735.1647067332163,0.9631855729690831,0.0004403867797123112,0.0016265745782147244,3.6935136410709397,0.0064649102509814265,0.012445457254305058,1.9250781172740543
149,148,0.8689482051046921,766.918532134617,731.7660763879114,0.9541640288064714,0.0009288649224760867,0.0019045608942822438,2.050417502262043,0.009226062276339831,0.01345819820581256,1.4587153004945577
150,145,0.6622554414296005,768.1077035949223,727.9186920931837,0.9476778955429757,0.00040485045733498667,0.0010530680494919798,2.601128467098745,0.00619674141375843,0.010014550228279274,1.6160994238107602
151,151,0.8422036873837947,769.6206216971715,737.2526472833099,0.957942948121006,0.001270103405881052,0.005257366422267222,4.139321568561786,0.010994944155528291,0.022376361710804885,2.0351501011993753
152,152,0.9487614585201213,772.8544658157502,741.131032459544,0.9589529015366146,0.0006370819009784785,0.002250025384976371,3.5317678645722195,0.0077567359255290525,0.014631909070196746,1.8863487439400959
153,155,0.7765479139586347,775.498945336254,744.3504327298949,0.9598342295709337,0.0003650866032961146,0.0004447736947768896,1.218269010041276,0.005890662487155125,0.006505359268640233,1.1043510441865383
154,153,0.8457040458070743,777.6375847611239,743.8372855492245,0.9565346378901141,2.3764486107052924e-05,9.598820521717182e-05,4.039144999171012,0.0014329176321829804,0.002999651784044492,2.0933874471728484
155,154,0.8047536268226602,778.3128992366738,743.983932299972,0.955893102927666,2.1088299559992336e-05,6.732420028585228e-05,3.1924907029287644,0.0014002560572977112,0.0025225380472734603,1.8014834030724272
156,157,0.6425702924584241,780.6811151556951,749.3906880210901,0.9599190674307978,0.00011941577438575553,8.040006385949539e-05,0.6732784196480986,0.003367003718409687,0.002716784948246697,0.8068850454165511
157,156,0.5200783510641869,781.5911469664069,748.9103519587375,0.958186840863649,0.0001154536487383524,9.596604859904464e-05,0.8312084515971282,0.00331394182595811,0.002976768527786861,0.8982561203910793
158,159,0.4893853305539045,783.307147272648,751.2315393049608,0.9590510464772736,2.9862425616604636e-05,5.336516488031863e-05,1.7870338319284278,0.001632422609407949,0.0022034837292683705,1.3498243142243267
159,158,0.4709757861823071,784.3462765902993,750.3017156639712,0.9565949862421401,0.0002235440211600881,0.00019673929353650668,0.8800919501918346,0.004412682307547129,0.0042505458189300875,0.9632567048074739
160,160,0.9166997050619223,785.5490318517985,751.7662639011967,0.9569947048741634,8.089666573784237e-06,5.4522690499404295e-05,6.739794527019587,0.0007913783715149187,0.0022787343235063004,2.8794498378116753
161,162,0.7131434790037859,785.9019047724449,754.989623309225,0.9606664886857978,0.00026665759958132155,0.0015538920398555293,5.827293286579087,0.00486014800472527,0.012057991813491622,2.480992719104081
162,161,0.8999503845961231,789.3226638564026,753.2629249028545,0.9543155915764908,2.0253684255803542e-05,7.796679567763059e-05,3.849511757609719,0.00136319021866607,0.0027084376330855143,1.9868376371830312
163,163,0.882990748476002,790.649280727267,759.0797395903403,0.9600713718377283,2.215350388128565e-06,2.411820589766872e-06,1.0886858361959963,0.0004571047772501152,0.00047541517567942183,1.0400573333305763
164,164,0.9318157948438525,791.892050767506,759.6444522863461,0.9592777848320294,4.338930035355854e-05,5.158600236567434e-05,1.1889106748743312,0.0019708364499252664,0.002157860250664299,1.094895647351217
165,165,0.9824536613792682,808.5797318377938,771.5290967083165,0.9541781302812696,1.6700422938197317e-06,3.2286203687432054e-06,1.933256649062871,0.00035453243906914943,0.0005544331444411733,1.5638432011944454
166,166,0.980085124039495,808.694285310158,772.5179495046322,0.955265745705559,7.802180126601463e-06,7.560257019543629e-06,0.9689928836386384,0.0007554113773973986,0.0008465087817331104,1.1205931060365646
167,167,0.9928957405694006,817.7801556660602,777.4224270947581,0.950649660190847,2.4156159730503157e-05,0.00015488218936149397,6.411705796344636,0.0015145501656959805,0.0038361002261525982,2.532831406340243
168,168,0.7948944807122932,1035.3613907501706,1000.5599658332811,0.9663871714477646,0.0003321740537662272,9.188958535563992e-05,0.2766308334855939,0.005624359905429006,0.002957834317887276,0.5258970563089638
169,170,0.8953113320714844,1037.6171761443118,1003.9484043492727,0.9675518364873748,4.936919487161717e-05,1.2041622739301614e-05,0.2439096438703411,0.002102507900578699,0.0010457340533268644,0.4973746129748356
170,171,0.6843403120375278,1038.5603784265602,1004.7276898660203,0.9674234745872001,0.0003399419600780552,4.8515487453168106e-05,0.14271697275037276,0.005650566867173267,0.0021365696969641657,0.3781159921098321
171,169,0.6310177655905413,1039.7531555276958,1001.26321925565,0.9629816595723517,0.00014198985279222147,7.369058299104573e-05,0.5189848537900779,0.003673324746453577,0.002569599145214769,0.6995295332098249
172,172,0.803211847092573,1043.0246027766227,1005.4018399783396,0.9639291703205005,0.00037761529892162984,6.0511981152666936e-05,0.16024769474508388,0.005996866921603167,0.0023945019044162097,0.39929215300580284
173,177,0.6284010468560248,1044.2410326946547,1013.5652981129679,0.9706238946553093,0.00017502851132027356,4.803087335055858e-05,0.2744174248426871,0.004074722722787248,0.0020911337598061674,0.5131965785332655
174,178,0.3861980502548508,1045.944431913494,1014.8239018232009,0.9702464785501463,0.00028964274244983474,9.648095994073301e-05,0.3331033228199848,0.005239162011957266,0.0029783967227199337,0.5684872343940464
175,179,0.5849953423239761,1046.8959286683842,1017.0049136378526,0.9714479594274935,0.00032683352551499134,1.4711400940063224e-05,0.045011909096175126,0.005578606442851662,0.0011828134159191078,0.21202668229710775
176,174,0.8266326514671601,1049.4027298528847,1009.0373478341236,0.9615348989758966,0.00018538928458925252,3.797127266993632e-05,0.204819133716737,0.004195458948903501,0.0017976221760331909,0.4284685413268091
177,173,0.5775179623272902,1049.6252672788803,1007.2873393222576,0.9596637683214483,0.0002293750153056266,3.7022680798295247e-05,0.1614067720015846,0.0046733314475873805,0.0018556272624894112,0.3970673347911977
178,176,0.6333846094566555,1050.877111779853,1011.2873821008724,0.9623269655079573,0.0003207489292374705,0.0001547580378348262,0.482489647596763,0.00549501031826469,0.0036987733956052047,0.6731149135991555
179,175,0.6985782558237768,1051.6824665419624,1009.3908670501854,0.9597867219077675,4.798301365553738e-05,2.245718657990166e-05,0.4680236789860329,0.0021374328641566094,0.0014398879827422135,0.6736529632758155
180,180,0.7488172427896372,1054.901707575772,1018.1203618346447,0.9651329166717788,0.00010980999276893602,8.600875563605208e-05,0.7832507176012032,0.0032173348107448754,0.002853111463514899,0.8867934583576487
181,182,0.6957685451452438,1056.4195526819826,1022.3361526349879,0.9677368712454578,6.979798668238625e-05,5.561798862565235e-05,0.7968423054770967,0.0025755174432286836,0.0022981055340442987,0.8922888641605861
182,181,0.8350606192844187,1058.0305547656671,1020.6423607414883,0.9646624628601018,0.00011492589317083056,3.276573210846609e-05,0.2851031321528366,0.003297646906132294,0.0017634690512484442,0.5347658804734681
183,183,0.881836159520883,1059.9519146407652,1023.1432109110109,0.965273232472787,0.00014855226157821236,8.040314340195788e-05,0.5412448289090896,0.0037613407623833315,0.0027435632485691454,0.7294109791931527
184,184,0.7725887440133432,1063.373940177264,1024.2506746335173,0.9632083653119946,0.0002111738170256521,3.7972382131776656e-05,0.1798157681980243,0.0044303854680029136,0.001812518016058993,0.4091106810342673
185,185,0.7918065940922193,1064.0033649407117,1025.6265606864947,0.9639316890164578,0.0009268925991976661,0.00022041559983429073,0.23780058231674975,0.009266019397505097,0.004573937161196752,0.49362482043025924
186,186,0.8633088300299193,1065.0388291519891,1026.8429248535867,0.9641366086823192,6.227225867418139e-05,1.0046750339438235e-05,0.16133589102660417,0.002435027060266101,0.0009772598336008924,0.401334280652346
187,187,0.873665665952713,1068.2765527770357,1027.7777733029366,0.9620896111883944,0.00010192124889248446,0.00011216619566951748,1.1005182617791536,0.003099695572502601,0.0031584201894767254,1.018945285303199
188,188,0.7654904243174854,1072.2590526985077,1031.0539560965658,0.9615716962256062,0.00038641338090264916,0.00020470743168819863,0.5297627924012587,0.005940816957703056,0.004415406468965715,0.743232201968545
189,189,0.8108806802008258,1074.486508271161,1040.254200619585,0.9681407747905039,0.00021588256089558188,1.0935145744873411e-05,0.05065321487529752,0.004455702047857196,0.0010156641185986785,0.2279470457606393
190,190,0.9226262020222836,1077.122407398588,1042.729981901814,0.968070086314668,9.961742100403757e-05,2.1787544027288625e-05,0.2187121871625803,0.003051081864854191,0.0014373736434972464,0.4711029422233931
191,191,0.9211991158893839,1081.6195486296785,1043.9816961882652,0.9652023186072244,0.00012379602727704338,1.5342395913111194e-05,0.12393286158348535,0.003354385193595792,0.001206714292106713,0.3597423141535974
192,192,0.9798617675775995,1089.4512804979083,1049.6574724802183,0.9634735313730567,0.00017103417477445479,0.0002012489295488375,1.1766591665918658,0.003984863495902253,0.0038054635314428626,0.9549796461926807
193,193,0.9890541375752502,1102.5378292137373,1058.931011021684,0.9604486875310656,0.00013329643443962672,0.00037774671741990927,2.8338846347086664,0.0035617911774154802,0.0059979839298007044,1.6839796695080207
194,194,0.9417670568416631,1133.772347956893,1084.3620614706836,0.9564195699645974,0.001674075570467488,0.00253386733497589,1.5135919666208997,0.012625641599664674,0.015534422598959327,1.2303867867888716
195,195,0.7119945788809782,1140.0589691263797,1085.7292548490773,0.9523448209710285,0.0001290994647616589,0.0004802487569105636,3.719990302029448,0.0035058604620845876,0.006761327247427054,1.928578538863684
196,197,0.805674784845307,1142.6770216728523,1094.1844644190683,0.9575623239690318,0.00023738382129811212,0.0005811834050685289,2.4482856577604135,0.0047547064239199174,0.0074268922926128775,1.5620085932645096
197,198,0.6425646607814283,1143.8296617585238,1096.983530702786,0.9590444865857767,0.0008335436960041084,0.003872084027762929,4.645328188942172,0.008908819416899928,0.019199616058339506,2.1551246197580407
198,196,0.6585378513463941,1145.5053422134617,1088.2909883689872,0.9500531758901105,0.0006621789856590282,0.0002658750431362757,0.4015153740822291,0.007941273471090773,0.0050314076457896725,0.6335769274419136
199,199,0.7964506435916303,1146.8178067946374,1097.661450530922,0.9571367343858151,0.0035162078308851995,0.003258222208677023,0.9266295865841272,0.018296077747422236,0.017600098409737776,0.9619601891021414
200,201,0.7536821699786808,1150.9736671430335,1100.2431172420072,0.955923796217727,7.767731576179918e-05,0.00037656222550016205,4.847775979475221,0.002718110084664237,0.005982800041477756,2.201088202877846
201,203,0.6604864360680571,1153.5023492107441,1102.4011394613567,0.9556990848052003,0.00042512853169358536,0.0013861924553655693,3.2606431985249067,0.006362555034356693,0.011487754724055652,1.8055254000985093
202,204,0.7856390760348054,1155.2145550156913,1103.505410335281,0.9552384927493336,0.0007800390512933105,0.0019320390738577187,2.476849166274924,0.008616553960008676,0.013561134900803164,1.5738466867083265
203,200,0.6061966456816054,1157.9782642481127,1100.1190927637458,0.950034319925741,0.0001081324205024987,0.0002238628631001383,2.0702659023060095,0.003205051112926994,0.004589912048559812,1.4320870048053935
204,202,0.5389607145235755,1160.3183504550284,1101.4940181748404,0.949303281933687,3.333893399186181e-05,0.0014832238806616832,44.489241348381,0.0017730649485119207,0.011884155594169018,6.702605905183015
205,205,0.5353786441419406,1163.1753874205567,1104.8396986353505,0.949847899623658,4.327149618568551e-05,0.00024500092146582795,5.661947079770166,0.002029530999290868,0.00482913869623964,2.3794357898090617
206,206,0.9292282134699955,1167.3131937548856,1113.1081559645563,0.9535642721419362,6.783977894649896e-06,2.7289418071359687e-06,0.40226277996691534,0.0007942752481603285,0.0005059606616378519,0.6370092267255458
207,208,0.7028247350888488,1169.1228168670116,1117.3490438578722,0.9557157107344106,6.125712045451893e-05,7.943931011231632e-05,1.2968175703148985,0.0024123409478418257,0.0027503739277424067,1.1401265356802066
208,207,0.6874032877374742,1172.1159341520447,1113.2465179036253,0.9497750908991713,4.11004161788168e-05,0.00016608136127287647,4.040868115551467,0.001975124094091421,0.003967541984112418,2.0087558022208887
209,210,0.6343784600649254,1173.1856633156706,1120.6700437612171,0.9552367360115591,8.255696599883027e-05,0.00011363074772689895,1.3763920022025633,0.0028033194775447822,0.0032810729741090294,1.1704242061567223
210,209,0.7340264430062743,1176.1890062747595,1120.336283497745,0.9525138200756424,5.799187553597608e-06,8.526178261687088e-05,14.702366810671181,0.0007431500704897266,0.002844544491033258,3.8276851526889297
211,211,0.6265692116520347,1186.9321930148776,1132.657412801126,0.9542730574390349,0.0001217471617092671,2.591045490879845e-05,0.21282183949941078,0.0033925241662582897,0.0014644553008130992,0.43167129519029723
212,213,0.6612800729911876,1187.3541506971292,1137.3111206968417,0.9578533245780917,6.922123029270115e-05,0.000567357919406993,8.196299271306314,0.0025258647356029224,0.007339983972346466,2.9059291532467655
213,212,0.5269747300440383,1189.996599788991,1135.997029558166,0.9546220802308174,4.7157910928179834e-05,0.00034741443282728545,7.3670445952618175,0.002112327640935919,0.005747723978011157,2.721038094007275
214,215,0.5818967286917731,1192.1060270848895,1139.7824206140015,0.9561082611092594,6.521562725199369e-05,0.00042408100152201665,6.502751248306857,0.002487763906221237,0.0062894058965677485,2.528136163097959
215,214,0.7185878761635582,1194.2044516484193,1137.9718661514178,0.9529120952284336,3.618397251402774e-05,0.00011456601476156728,3.166208870989843,0.001839131434068431,0.003297390345278562,1.792906305768613
